cluster_id,complex_name,addr_legal,addr_query,addr_variant_used,type,status,lat,lon,crs,refined_text,level1,level2,level3,level4L,level5,representative_method,parcel_count,centroid_spread_m,coord_source,coord_fetched_at,coord_license_note,qa_flag,error_code,needs_review
A10027257,동탄역에일린의 뜰,경기도 화성동탄구 여울동 998 동탄역에일린의 뜰,경기도 화성동탄구 여울동 998,full,PARCEL,OK,37.18923512249713,127.08701969604371,EPSG:4326,경기도 화성시 동탄구 여울동 998,경기도,화성시 동탄구,,여울동,998,single_parcel,1,0,vworld_geocoder_2.0,2026-09-03T00:14:15.798358+00:00,VWORLD TERMS: DO NOT STORE OR REDISTRIBUTE RAW,sigungu_mismatch,,True
A10027277,위례호반써밋에비뉴,경기도 성남수정구 창곡동 515 위례호반써밋에비뉴,창곡동 515,fallback,PARCEL,OK,37.47267618111388,127.15238745722947,EPSG:4326,경기도 성남시 수정구 창곡동 515,경기도,성남시 수정구,,창곡동,515,single_parcel,1,0,vworld_geocoder_2.0,2026-09-03T00:14:16.905035+00:00,VWORLD TERMS: DO NOT STORE OR REDISTRIBUTE RAW,sigungu_mismatch,,True
A10027281,동탄2신도시 하우스디 더 레이크,경기도 화성동탄구 송동 693 동탄2신도시 하우스디 더 레이크,경기도 화성동탄구 송동 693,full,PARCEL,OK,37.17441164317374,127.10403721344335,EPSG:4326,경기도 화성시 동탄구 송동 693,경기도,화성시 동탄구,,송동,693,single_parcel,1,0,vworld_geocoder_2.0,2026-09-03T00:14:17.429480+00:00,VWORLD TERMS: DO NOT STORE OR REDISTRIBUTE RAW,sigungu_mismatch,,True
A10027291,동탄2 LH26단지(65BL)아파트,경기도 화성동탄구 송동 692 동탄2 LH26단지(65BL)아파트,경기도 화성동탄구 송동 692,full,PARCEL,OK,37.17646046936808,127.10347703814244,EPSG:4326,경기도 화성시 동탄구 송동 692,경기도,화성시 동탄구,,송동,692,single_parcel,1,0,vworld_geocoder_2.0,2026-09-03T00:14:17.929218+00:00,VWORLD TERMS: DO NOT STORE OR REDISTRIBUTE RAW,sigungu_mismatch,,True
A10027308,미사강변도시26단지아파트,경기도 하남시 풍산동 567 미사강변도시26단지아파트,경기도 하남시 풍산동 567,full,PARCEL,OK,37.55626056626198,127.19342151108422,EPSG:4326,경기도 하남시 풍산동 567,경기도,하남시,,풍산동,567,single_parcel,1,0,vworld_geocoder_2.0,2026-09-03T00:14:18.433948+00:00,VWORLD TERMS: DO NOT STORE OR REDISTRIBUTE RAW,,,False
A10027334,신안인스빌리베라2차아파트,경기도 화성동탄구 청계동 547 신안인스빌리베라2차아파트,경기도 화성동탄구 청계동 547,full,PARCEL,OK,37.20084061733635,127.11658085484012,EPSG:4326,경기도 화성시 동탄구 청계동 547,경기도,화성시 동탄구,,청계동,547,single_parcel,1,0,vworld_geocoder_2.0,2026-09-03T00:14:19.190800+00:00,VWORLD TERMS: DO NOT STORE OR REDISTRIBUTE RAW,sigungu_mismatch,,True
A10027335,위례자이아파트,경기도 성남수정구 창곡동 531 위례자이아파트,창곡동 531,fallback,PARCEL,OK,37.47031132854037,127.13890748938505,EPSG:4326,경기도 성남시 수정구 창곡동 531,경기도,성남시 수정구,,창곡동,531,single_parcel,1,0,vworld_geocoder_2.0,2026-09-03T00:14:20.413481+00:00,VWORLD TERMS: DO NOT STORE OR REDISTRIBUTE RAW,sigungu_mismatch,,True
A10027344,미사강변센트리버,경기도 하남시 선동 436 미사강변센트리버,경기도 하남시 선동 436,full,PARCEL,OK,37.5738035228086,127.18325510254638,EPSG:4326,경기도 하남시 선동 436,경기도,하남시,,선동,436,single_parcel,1,0,vworld_geocoder_2.0,2026-09-03T00:14:20.993201+00:00,VWORLD TERMS: DO NOT STORE OR REDISTRIBUTE RAW,,,False
A10027359,미사강변2차푸르지오,경기도 하남시 선동 433 미사강변2차푸르지오,경기도 하남시 선동 433,full,PARCEL,OK,37.57563768308795,127.18305778585065,EPSG:4326,경기도 하남시 선동 433,경기도,하남시,,선동,433,single_parcel,1,0,vworld_geocoder_2.0,2026-09-03T00:14:21.465310+00:00,VWORLD TERMS: DO NOT STORE OR REDISTRIBUTE RAW,,,False
A10027368,하남 더샵 센트럴뷰,경기도 하남시 덕풍동 946 하남 더샵 센트럴뷰,경기도 하남시 덕풍동 946,full,PARCEL,OK,37.54443567983016,127.20369220462007,EPSG:4326,경기도 하남시 덕풍동 946,경기도,하남시,,덕풍동,946,single_parcel,1,0,vworld_geocoder_2.0,2026-09-03T00:14:22.082721+00:00,VWORLD TERMS: DO NOT STORE OR REDISTRIBUTE RAW,,,False
A10027369,위례 래미안이편한세상,"경기도 성남수정구 창곡동 567-,경기도 성남수정구 창곡동  위례 래미안이편한세상",창곡동 567,fallback,PARCEL,OK,37.4669480531235,127.14656983605371,EPSG:4326,경기도 성남시 수정구 창곡동 567,경기도,성남시 수정구,,창곡동,567,single_parcel,1,0,vworld_geocoder_2.0,2026-09-03T00:14:23.545664+00:00,VWORLD TERMS: DO NOT STORE OR REDISTRIBUTE RAW,sigungu_mismatch,,True
A10027386,동탄2 경남아너스빌아파트,경기도 화성동탄구 영천동 677 동탄2 경남아너스빌아파트,경기도 화성동탄구 영천동 677,full,PARCEL,OK,37.20500631524028,127.11089009166675,EPSG:4326,경기도 화성시 동탄구 영천동 677,경기도,화성시 동탄구,,영천동,677,single_parcel,1,0,vworld_geocoder_2.0,2026-09-03T00:14:24.090792+00:00,VWORLD TERMS: DO NOT STORE OR REDISTRIBUTE RAW,sigungu_mismatch,,True
A10027461,힐스테이트 송파위례아파트,서울특별시 송파구 장지동 170 힐스테이트 송파위례아파트,장지동 170,fallback,PARCEL,OK,37.391668068779275,127.24378085463292,EPSG:4326,경기도 광주시 장지동 170,경기도,광주시,,장지동,170,single_parcel,1,0,vworld_geocoder_2.0,2026-09-03T00:14:25.092754+00:00,VWORLD TERMS: DO NOT STORE OR REDISTRIBUTE RAW,sido_mismatch|sigungu_mismatch,,True
A10027476,하남미사강변도시17단지,경기도 하남시 망월동 1044 하남미사강변도시17단지,경기도 하남시 망월동 1044,full,PARCEL,OK,37.56499350626359,127.18127872996065,EPSG:4326,경기도 하남시 망월동 1044,경기도,하남시,,망월동,1044,single_parcel,1,0,vworld_geocoder_2.0,2026-09-03T00:14:26.644150+00:00,VWORLD TERMS: DO NOT STORE OR REDISTRIBUTE RAW,,,False
A10027505,LH호수마을 5단지아파트,경기도 김포시 구래동 6875-9 LH호수마을 5단지아파트,경기도 김포시 구래동 6875-9,full,PARCEL,OK,37.64829454774845,126.63263556572402,EPSG:4326,경기도 김포시 구래동 6875-9,경기도,김포시,,구래동,6875-9,single_parcel,1,0,vworld_geocoder_2.0,2026-09-03T00:14:27.213202+00:00,VWORLD TERMS: DO NOT STORE OR REDISTRIBUTE RAW,,,False
A10027509,위례 LH 35단지,경기도 성남수정구 창곡동 510 위례 LH 35단지,창곡동 510,fallback,PARCEL,OK,37.472880689410154,127.14507915300553,EPSG:4326,경기도 성남시 수정구 창곡동 510,경기도,성남시 수정구,,창곡동,510,single_parcel,1,0,vworld_geocoder_2.0,2026-09-03T00:14:28.220544+00:00,VWORLD TERMS: DO NOT STORE OR REDISTRIBUTE RAW,sigungu_mismatch,,True
A10027514,미사강변푸르지오,경기도 하남시 망월동 1060 미사강변푸르지오,경기도 하남시 망월동 1060,full,PARCEL,OK,37.56466765695855,127.1841570553683,EPSG:4326,경기도 하남시 망월동 1060,경기도,하남시,,망월동,1060,single_parcel,1,0,vworld_geocoder_2.0,2026-09-03T00:14:28.738900+00:00,VWORLD TERMS: DO NOT STORE OR REDISTRIBUTE RAW,,,False
A10027537,미사강변 하우스디 더레이크,경기도 하남시 망월동 1062 미사강변 하우스디 더레이크,경기도 하남시 망월동 1062,full,PARCEL,OK,37.56208121729164,127.18526598068428,EPSG:4326,경기도 하남시 망월동 1062,경기도,하남시,,망월동,1062,single_parcel,1,0,vworld_geocoder_2.0,2026-09-03T00:14:29.204968+00:00,VWORLD TERMS: DO NOT STORE OR REDISTRIBUTE RAW,,,False
A10027546,위례 센트로엘 아파트,경기도 하남시 학암동 662 위례 센트로엘 아파트,경기도 하남시 학암동 662,full,PARCEL,OK,37.476488647996,127.14555030610595,EPSG:4326,경기도 하남시 학암동 662,경기도,하남시,,학암동,662,single_parcel,1,0,vworld_geocoder_2.0,2026-09-03T00:14:29.751849+00:00,VWORLD TERMS: DO NOT STORE OR REDISTRIBUTE RAW,,,False
A10027552,미사강변 동원로얄듀크아파트,경기도 하남시 풍산동 477 미사강변 동원로얄듀크아파트,경기도 하남시 풍산동 477,full,PARCEL,OK,37.55449712130013,127.18277156890869,EPSG:4326,경기도 하남시 풍산동 477,경기도,하남시,,풍산동,477,single_parcel,1,0,vworld_geocoder_2.0,2026-09-03T00:14:30.220027+00:00,VWORLD TERMS: DO NOT STORE OR REDISTRIBUTE RAW,,,False
A10027553,위례2차아이파크아파트,서울특별시 송파구 장지동 884 위례2차아이파크아파트,서울특별시 송파구 장지동 884,full,PARCEL,OK,37.47956647712746,127.14371452755849,EPSG:4326,서울특별시 송파구 장지동 884,서울특별시,송파구,,장지동,884,single_parcel,1,0,vworld_geocoder_2.0,2026-09-03T00:14:30.744694+00:00,VWORLD TERMS: DO NOT STORE OR REDISTRIBUTE RAW,,,False
A10027595,위례센트럴푸르지오,경기도 성남수정구 창곡동 519 위례센트럴푸르지오,창곡동 519,fallback,PARCEL,OK,37.47086951507727,127.1527047169939,EPSG:4326,경기도 성남시 수정구 창곡동 519,경기도,성남시 수정구,,창곡동,519,single_parcel,1,0,vworld_geocoder_2.0,2026-09-03T00:14:31.798007+00:00,VWORLD TERMS: DO NOT STORE OR REDISTRIBUTE RAW,sigungu_mismatch,,True
A10027606,동탄역반도유보라아이비파크2.0 아파트,경기도 화성동탄구 영천동 716 동탄역반도유보라아이비파크2.0 아파트,경기도 화성동탄구 영천동 716,full,PARCEL,OK,37.20935611097153,127.11710623523211,EPSG:4326,경기도 화성시 동탄구 영천동 716,경기도,화성시 동탄구,,영천동,716,single_parcel,1,0,vworld_geocoder_2.0,2026-09-03T00:14:32.329533+00:00,VWORLD TERMS: DO NOT STORE OR REDISTRIBUTE RAW,sigungu_mismatch,,True
A10027631,한강신도시 운양역 푸르지오,경기도 김포시 운양동 1306-2 한강신도시 운양역 푸르지오,경기도 김포시 운양동 1306-2,full,PARCEL,OK,37.65238583852942,126.68130134391468,EPSG:4326,경기도 김포시 운양동 1306-2,경기도,김포시,,운양동,1306-2,single_parcel,1,0,vworld_geocoder_2.0,2026-09-03T00:14:32.872074+00:00,VWORLD TERMS: DO NOT STORE OR REDISTRIBUTE RAW,,,False
A10027632,송파 와이즈더샵,서울특별시 송파구 장지동 895 송파 와이즈더샵,서울특별시 송파구 장지동 895,full,PARCEL,OK,37.47638909310709,127.14345176792108,EPSG:4326,서울특별시 송파구 장지동 895,서울특별시,송파구,,장지동,895,single_parcel,1,0,vworld_geocoder_2.0,2026-09-03T00:14:33.404269+00:00,VWORLD TERMS: DO NOT STORE OR REDISTRIBUTE RAW,,,False
A10027646,동탄역 신안인스빌리베라,경기도 화성동탄구 청계동 545 동탄역 신안인스빌리베라,경기도 화성동탄구 청계동 545,full,PARCEL,OK,37.19392318393105,127.11791732220036,EPSG:4326,경기도 화성시 동탄구 청계동 545,경기도,화성시 동탄구,,청계동,545,single_parcel,1,0,vworld_geocoder_2.0,2026-09-03T00:14:33.966073+00:00,VWORLD TERMS: DO NOT STORE OR REDISTRIBUTE RAW,sigungu_mismatch,,True
A10027686,위례롯데캐슬아파트,경기도 하남시 학암동 672 위례롯데캐슬아파트,경기도 하남시 학암동 672,full,PARCEL,OK,37.47532702141247,127.15238506912712,EPSG:4326,경기도 하남시 학암동 672,경기도,하남시,,학암동,672,single_parcel,1,0,vworld_geocoder_2.0,2026-09-03T00:14:34.504625+00:00,VWORLD TERMS: DO NOT STORE OR REDISTRIBUTE RAW,,,False
A10027691,미사강변13단지,경기도 하남시 망월동 949 미사강변13단지,경기도 하남시 망월동 949,full,PARCEL,OK,37.568710276855114,127.18867593032994,EPSG:4326,경기도 하남시 망월동 949,경기도,하남시,,망월동,949,single_parcel,1,0,vworld_geocoder_2.0,2026-09-03T00:14:35.097928+00:00,VWORLD TERMS: DO NOT STORE OR REDISTRIBUTE RAW,,,False
A10027692,위례더힐55,"경기도 성남수정구 창곡동 521,경기도 성남수정구 창곡동 2-10 위례더힐55",창곡동 521,fallback,PARCEL,OK,37.47002528856963,127.1549600876763,EPSG:4326,경기도 성남시 수정구 창곡동 521,경기도,성남시 수정구,,창곡동,521,single_parcel,1,0,vworld_geocoder_2.0,2026-09-03T00:14:36.221378+00:00,VWORLD TERMS: DO NOT STORE OR REDISTRIBUTE RAW,sigungu_mismatch,,True
A10027709,래미안위례아파트,경기도 성남수정구 창곡동 528 래미안위례아파트,창곡동 528,fallback,PARCEL,OK,37.470075880405936,127.14447349952607,EPSG:4326,경기도 성남시 수정구 창곡동 528,경기도,성남시 수정구,,창곡동,528,single_parcel,1,0,vworld_geocoder_2.0,2026-09-03T00:14:37.188373+00:00,VWORLD TERMS: DO NOT STORE OR REDISTRIBUTE RAW,sigungu_mismatch,,True
A10027715,위례 그린파크푸르지오,경기도 하남시 학암동 673 위례 그린파크푸르지오,경기도 하남시 학암동 673,full,PARCEL,OK,37.47364195071687,127.15549913575379,EPSG:4326,경기도 하남시 학암동 673,경기도,하남시,,학암동,673,single_parcel,1,0,vworld_geocoder_2.0,2026-09-03T00:14:37.701617+00:00,VWORLD TERMS: DO NOT STORE OR REDISTRIBUTE RAW,,,False
A10027720,힐스테이트위례,"경기도 성남수정구 창곡동 572,경기도 성남수정구 창곡동  힐스테이트위례",창곡동 572,fallback,PARCEL,OK,37.465410219375315,127.14452459958156,EPSG:4326,경기도 성남시 수정구 창곡동 572,경기도,성남시 수정구,,창곡동,572,single_parcel,1,0,vworld_geocoder_2.0,2026-09-03T00:14:38.657444+00:00,VWORLD TERMS: DO NOT STORE OR REDISTRIBUTE RAW,sigungu_mismatch,,True
A10027729,동탄역시범더샵센트럴시티아파트,경기도 화성동탄구 청계동 519 동탄역시범더샵센트럴시티아파트,경기도 화성동탄구 청계동 519,full,PARCEL,OK,37.19902771925314,127.10032754709496,EPSG:4326,경기도 화성시 동탄구 청계동 519,경기도,화성시 동탄구,,청계동,519,single_parcel,1,0,vworld_geocoder_2.0,2026-09-03T00:14:39.150430+00:00,VWORLD TERMS: DO NOT STORE OR REDISTRIBUTE RAW,sigungu_mismatch,,True
A10027732,동탄역대원칸타빌 포레지움,경기도 화성동탄구 청계동 558 동탄역대원칸타빌 포레지움,경기도 화성동탄구 청계동 558,full,PARCEL,OK,37.195634187865885,127.12091521097292,EPSG:4326,경기도 화성시 동탄구 청계동 558,경기도,화성시 동탄구,,청계동,558,single_parcel,1,0,vworld_geocoder_2.0,2026-09-03T00:14:39.647215+00:00,VWORLD TERMS: DO NOT STORE OR REDISTRIBUTE RAW,sigungu_mismatch,,True
A10027744,위례아이파크아파트,서울특별시 송파구 장지동 894 위례아이파크아파트,서울특별시 송파구 장지동 894,full,PARCEL,OK,37.47617773529619,127.1419667454789,EPSG:4326,서울특별시 송파구 장지동 894,서울특별시,송파구,,장지동,894,single_parcel,1,0,vworld_geocoder_2.0,2026-09-03T00:14:40.124067+00:00,VWORLD TERMS: DO NOT STORE OR REDISTRIBUTE RAW,,,False
A10027806,동탄2 LH 4단지,경기도 화성동탄구 영천동 722 동탄2 LH 4단지,경기도 화성동탄구 영천동 722,full,PARCEL,OK,37.20613378014012,127.12204154687004,EPSG:4326,경기도 화성시 동탄구 영천동 722,경기도,화성시 동탄구,,영천동,722,single_parcel,1,0,vworld_geocoder_2.0,2026-09-03T00:14:42.525054+00:00,VWORLD TERMS: DO NOT STORE OR REDISTRIBUTE RAW,sigungu_mismatch,,True
A10027846,미사강변 트래지안,경기도 하남시 망월동 938 미사강변 트래지안,경기도 하남시 망월동 938,full,PARCEL,OK,37.57245258770071,127.1925921544119,EPSG:4326,경기도 하남시 망월동 938,경기도,하남시,,망월동,938,single_parcel,1,0,vworld_geocoder_2.0,2026-09-03T00:14:43.963599+00:00,VWORLD TERMS: DO NOT STORE OR REDISTRIBUTE RAW,,,False
A10027957,구래역화성파크드림아파트,경기도 김포시 구래동 6888 구래역화성파크드림아파트,경기도 김포시 구래동 6888,full,PARCEL,OK,37.64192146180554,126.62655708559087,EPSG:4326,경기도 김포시 구래동 6888-1,경기도,김포시,,구래동,6888-1,single_parcel,1,0,vworld_geocoder_2.0,2026-09-03T00:14:46.454686+00:00,VWORLD TERMS: DO NOT STORE OR REDISTRIBUTE RAW,,,False
A10028048,동탄역시범호반써밋,경기도 화성동탄구 청계동 525 동탄역시범호반써밋,경기도 화성동탄구 청계동 525,full,PARCEL,OK,37.198016466039306,127.10963735325049,EPSG:4326,경기도 화성시 동탄구 청계동 525,경기도,화성시 동탄구,,청계동,525,single_parcel,1,0,vworld_geocoder_2.0,2026-09-03T00:14:49.845558+00:00,VWORLD TERMS: DO NOT STORE OR REDISTRIBUTE RAW,sigungu_mismatch,,True
A10028055,동탄역 시범우남퍼스트빌,경기도 화성동탄구 청계동 35 동탄역 시범우남퍼스트빌,청계동 35,fallback,PARCEL,OK,37.40700289402938,127.02844546945443,EPSG:4326,경기도 의왕시 청계동 35,경기도,의왕시,,청계동,35,single_parcel,1,0,vworld_geocoder_2.0,2026-09-03T00:14:50.838362+00:00,VWORLD TERMS: DO NOT STORE OR REDISTRIBUTE RAW,sigungu_mismatch,,True
A10028065,미사강변도시 베라체 아파트,경기도 하남시 선동 453 미사강변도시 베라체 아파트,경기도 하남시 선동 453,full,PARCEL,OK,37.572280404865054,127.17866662165113,EPSG:4326,경기도 하남시 선동 453,경기도,하남시,,선동,453,single_parcel,1,0,vworld_geocoder_2.0,2026-09-03T00:14:51.317202+00:00,VWORLD TERMS: DO NOT STORE OR REDISTRIBUTE RAW,,,False
A10028071,동탄역센트럴자이아파트,경기도 화성동탄구 영천동 665 동탄역센트럴자이아파트,경기도 화성동탄구 영천동 665,full,PARCEL,OK,37.20632450753337,127.10193425055851,EPSG:4326,경기도 화성시 동탄구 영천동 665,경기도,화성시 동탄구,,영천동,665,single_parcel,1,0,vworld_geocoder_2.0,2026-09-03T00:14:51.805251+00:00,VWORLD TERMS: DO NOT STORE OR REDISTRIBUTE RAW,sigungu_mismatch,,True
A10028086,위례 송파푸르지오,서울특별시 송파구 장지동 878 위례 송파푸르지오,서울특별시 송파구 장지동 878,full,PARCEL,OK,37.480931598709255,127.14076454384546,EPSG:4326,서울특별시 송파구 장지동 878,서울특별시,송파구,,장지동,878,single_parcel,1,0,vworld_geocoder_2.0,2026-09-03T00:14:52.283242+00:00,VWORLD TERMS: DO NOT STORE OR REDISTRIBUTE RAW,,,False
A10028120,동탄역시범대원칸타빌,경기도 화성동탄구 청계동 516 동탄역시범대원칸타빌,경기도 화성동탄구 청계동 516,full,PARCEL,OK,37.199093554926435,127.10483971670834,EPSG:4326,경기도 화성시 동탄구 청계동 516,경기도,화성시 동탄구,,청계동,516,single_parcel,1,0,vworld_geocoder_2.0,2026-09-03T00:14:52.772244+00:00,VWORLD TERMS: DO NOT STORE OR REDISTRIBUTE RAW,sigungu_mismatch,,True
A10028132,동탄역이지더원아파트,경기도 화성동탄구 영천동 672 동탄역이지더원아파트,경기도 화성동탄구 영천동 672,full,PARCEL,OK,37.20928699070501,127.11088465341606,EPSG:4326,경기도 화성시 동탄구 영천동 672,경기도,화성시 동탄구,,영천동,672,single_parcel,1,0,vworld_geocoder_2.0,2026-09-03T00:14:53.236658+00:00,VWORLD TERMS: DO NOT STORE OR REDISTRIBUTE RAW,sigungu_mismatch,,True
A10028139,미사강변골든센트로,경기도 하남시 망월동 1162 미사강변골든센트로,경기도 하남시 망월동 1162,full,PARCEL,OK,37.560125612087475,127.19625965338665,EPSG:4326,경기도 하남시 망월동 1162,경기도,하남시,,망월동,1162,single_parcel,1,0,vworld_geocoder_2.0,2026-09-03T00:14:53.721473+00:00,VWORLD TERMS: DO NOT STORE OR REDISTRIBUTE RAW,,,False
A10028143,리버나인 RIVERNINE,"경기도 하남시 선동 423,경기도 하남시 선동 159 리버나인 RIVERNINE",경기도 하남시 선동 423,full,PARCEL,OK,37.57579918093165,127.18732334449815,EPSG:4326,경기도 하남시 선동 423,경기도,하남시,,선동,423,single_parcel,1,0,vworld_geocoder_2.0,2026-09-03T00:14:54.174431+00:00,VWORLD TERMS: DO NOT STORE OR REDISTRIBUTE RAW,,,False
A10028157,미사강변 한신휴플러스,경기도 하남시 망월동 904 미사강변 한신휴플러스,경기도 하남시 망월동 904,full,PARCEL,OK,37.57393994491399,127.19202353483396,EPSG:4326,경기도 하남시 망월동 904,경기도,하남시,,망월동,904,single_parcel,1,0,vworld_geocoder_2.0,2026-09-03T00:14:54.622517+00:00,VWORLD TERMS: DO NOT STORE OR REDISTRIBUTE RAW,,,False
A10028171,동탄역 시범 리슈빌아파트,경기도 화성동탄구 청계동 513 동탄역 시범 리슈빌아파트,경기도 화성동탄구 청계동 513,full,PARCEL,OK,37.20247460114631,127.10480124125527,EPSG:4326,경기도 화성시 동탄구 청계동 513,경기도,화성시 동탄구,,청계동,513,single_parcel,1,0,vworld_geocoder_2.0,2026-09-03T00:14:57.126709+00:00,VWORLD TERMS: DO NOT STORE OR REDISTRIBUTE RAW,sigungu_mismatch,,True
A13876113,송파더센트레아파트,서울특별시 송파구 장지동 879 송파더센트레아파트,서울특별시 송파구 장지동 879,full,PARCEL,OK,37.47935726792059,127.14018417746368,EPSG:4326,서울특별시 송파구 장지동 879,서울특별시,송파구,,장지동,879,single_parcel,1,0,vworld_geocoder_2.0,2026-09-03T00:14:57.592725+00:00,VWORLD TERMS: DO NOT STORE OR REDISTRIBUTE RAW,,,False
A13876114,송파꿈에그린아파트,서울특별시 송파구 장지동 901 송파꿈에그린아파트,서울특별시 송파구 장지동 901,full,PARCEL,OK,37.47588615282388,127.13930659361445,EPSG:4326,서울특별시 송파구 장지동 901,서울특별시,송파구,,장지동,901,single_parcel,1,0,vworld_geocoder_2.0,2026-09-03T00:14:58.073083+00:00,VWORLD TERMS: DO NOT STORE OR REDISTRIBUTE RAW,,,False
A41574201,풍경마을한강신도시e편한세상,경기도 김포시 운양동 1250-3 풍경마을한강신도시e편한세상,경기도 김포시 운양동 1250-3,full,PARCEL,OK,37.65734025019274,126.6815622528318,EPSG:4326,경기도 김포시 운양동 1250-3,경기도,김포시,,운양동,1250-3,single_parcel,1,0,vworld_geocoder_2.0,2026-09-03T00:14:58.673130+00:00,VWORLD TERMS: DO NOT STORE OR REDISTRIBUTE RAW,,,False
A41574202,일성트루엘타운하우스,경기도 김포시 운양동 1294-2 일성트루엘타운하우스,경기도 김포시 운양동 1294-2,full,PARCEL,OK,37.65277155466491,126.69002594246251,EPSG:4326,경기도 김포시 운양동 1294-2,경기도,김포시,,운양동,1294-2,single_parcel,1,0,vworld_geocoder_2.0,2026-09-03T00:14:59.150291+00:00,VWORLD TERMS: DO NOT STORE OR REDISTRIBUTE RAW,,,False
A41574203,화성파크드림,경기도 김포시 운양동 1325-7 화성파크드림,경기도 김포시 운양동 1325-7,full,PARCEL,OK,37.645068223910954,126.69246950896701,EPSG:4326,경기도 김포시 운양동 1325-7,경기도,김포시,,운양동,1325-7,single_parcel,1,0,vworld_geocoder_2.0,2026-09-03T00:14:59.659584+00:00,VWORLD TERMS: DO NOT STORE OR REDISTRIBUTE RAW,,,False
A41574204,한강한라비발디,경기도 김포시 운양동 1249-1 한강한라비발디,경기도 김포시 운양동 1249-1,full,PARCEL,OK,37.659324640892365,126.68168794447583,EPSG:4326,경기도 김포시 운양동 1249-1,경기도,김포시,,운양동,1249-1,single_parcel,1,0,vworld_geocoder_2.0,2026-09-03T00:15:00.191567+00:00,VWORLD TERMS: DO NOT STORE OR REDISTRIBUTE RAW,,,False
A41574205,김포한강신도시반도유보라2차,경기도 김포시 운양동 1300-3 김포한강신도시반도유보라2차,경기도 김포시 운양동 1300-3,full,PARCEL,OK,37.65338635161328,126.67993699723452,EPSG:4326,경기도 김포시 운양동 1300-3,경기도,김포시,,운양동,1300-3,single_parcel,1,0,vworld_geocoder_2.0,2026-09-03T00:15:00.747335+00:00,VWORLD TERMS: DO NOT STORE OR REDISTRIBUTE RAW,,,False
A41574206,풍경마을 래미안 한강2차,경기도 김포시 운양동 1304-5 풍경마을 래미안 한강2차,경기도 김포시 운양동 1304-5,full,PARCEL,OK,37.652598098030985,126.67440594600588,EPSG:4326,경기도 김포시 운양동 1304-5,경기도,김포시,,운양동,1304-5,single_parcel,1,0,vworld_geocoder_2.0,2026-09-03T00:15:01.269382+00:00,VWORLD TERMS: DO NOT STORE OR REDISTRIBUTE RAW,,,False
A41574207,한강신도시롯데캐슬,경기도 김포시 운양동 1301-1 한강신도시롯데캐슬,경기도 김포시 운양동 1301-1,full,PARCEL,OK,37.65591303225415,126.67918360838954,EPSG:4326,경기도 김포시 운양동 1301-1,경기도,김포시,,운양동,1301-1,single_parcel,1,0,vworld_geocoder_2.0,2026-09-03T00:15:01.763474+00:00,VWORLD TERMS: DO NOT STORE OR REDISTRIBUTE RAW,,,False
A41574404,우남퍼스트빌,경기도 김포시 장기동 2065-1 우남퍼스트빌,경기도 김포시 장기동 2065-1,full,PARCEL,OK,37.63735461324272,126.67240392869383,EPSG:4326,경기도 김포시 장기동 2065-1,경기도,김포시,,장기동,2065-1,single_parcel,1,0,vworld_geocoder_2.0,2026-09-03T00:15:02.276214+00:00,VWORLD TERMS: DO NOT STORE OR REDISTRIBUTE RAW,,,False
A41574405,쌍용예가,경기도 김포시 장기동 2004-4 쌍용예가,경기도 김포시 장기동 2004-4,full,PARCEL,OK,37.64218541557271,126.68128994855118,EPSG:4326,경기도 김포시 장기동 2004-4,경기도,김포시,,장기동,2004-4,single_parcel,1,0,vworld_geocoder_2.0,2026-09-03T00:15:03.014508+00:00,VWORLD TERMS: DO NOT STORE OR REDISTRIBUTE RAW,,,False
A41574406,김포한강 수정마을2단지,경기도 김포시 장기동 2000-3 김포한강 수정마을2단지,경기도 김포시 장기동 2000-3,full,PARCEL,OK,37.64472495555002,126.67844610527531,EPSG:4326,경기도 김포시 장기동 2000-3,경기도,김포시,,장기동,2000-3,single_parcel,1,0,vworld_geocoder_2.0,2026-09-03T00:15:03.605895+00:00,VWORLD TERMS: DO NOT STORE OR REDISTRIBUTE RAW,,,False
A41574407,초당마을래미안한강,경기도 김포시 장기동 2071-2 초당마을래미안한강,경기도 김포시 장기동 2071-2,full,PARCEL,OK,37.63883018630793,126.67602214412958,EPSG:4326,경기도 김포시 장기동 2071-2,경기도,김포시,,장기동,2071-2,single_parcel,1,0,vworld_geocoder_2.0,2026-09-03T00:15:04.084066+00:00,VWORLD TERMS: DO NOT STORE OR REDISTRIBUTE RAW,,,False
A41574408,김포한양수자인리버팰리스,경기도 김포시 장기동 1885-10 김포한양수자인리버팰리스,경기도 김포시 장기동 1885-10,full,PARCEL,OK,37.64348342371004,126.65985158682653,EPSG:4326,경기도 김포시 장기동 1885-10,경기도,김포시,,장기동,1885-10,single_parcel,1,0,vworld_geocoder_2.0,2026-09-03T00:15:04.617449+00:00,VWORLD TERMS: DO NOT STORE OR REDISTRIBUTE RAW,,,False
