development,시도,시군구,읍면,동리,단지코드,단지명,법정동주소,도로명주소,사용승인일,세대수
위례,경기도,성남수정구,,창곡동,A10027369,위례 래미안이편한세상,"경기도 성남수정구 창곡동 567-,경기도 성남수정구 창곡동  위례 래미안이편한세상",경기도 성남시 수정구 위례동로 61,20160630,1540.0
위례,서울특별시,송파구,,장지동,A10027461,힐스테이트 송파위례아파트,서울특별시 송파구 장지동 170 힐스테이트 송파위례아파트,서울특별시 송파구 위례광장로 170,20160719,490.0
위례,경기도,성남수정구,,창곡동,A10027335,위례자이아파트,경기도 성남수정구 창곡동 531 위례자이아파트,경기도 성남시 수정구 위례순환로 100,20161027,517.0
위례,경기도,성남수정구,,창곡동,A10027277,위례호반써밋에비뉴,경기도 성남수정구 창곡동 515 위례호반써밋에비뉴,경기도 성남시 수정구 위례광장로 9-10,20161206,1137.0
위례,서울특별시,송파구,,장지동,A10023897,위례중앙푸르지오아파트,"서울특별시 송파구 장지동 897,서울특별시 송파구 장지동 896 위례중앙푸르지오아파트",서울특별시 송파구 위례광장로 120,20161223,311.0
위례,경기도,성남수정구,,창곡동,A10021312,"위례 아트리버 푸르지오 1단지,2단지","경기도 성남수정구 창곡동 530-,경기도 성남수정구 창곡동 530 위례 아트리버 푸르지오 1단지,2단지",,20161230,214.0
위례,경기도,하남시,,학암동,A10027070,신안인스빌아스트로,경기도 하남시 학암동 663 신안인스빌아스트로,경기도 하남시 위례광장로 285-1,20170222,694.0
위례,경기도,성남수정구,,창곡동,A10026944,위례센트럴자이,경기도 성남수정구 창곡동 504 위례센트럴자이,경기도 성남시 수정구 위례광장로 97,20170628,1413.0
위례,경기도,성남수정구,,창곡동,A10026777,LH위례31단지,경기도 성남수정구 창곡동 500 LH위례31단지,경기도 성남시 수정구 위례순환로 17,20170707,2334.0
위례,서울특별시,송파구,,장지동,A10026682,위례포레샤인아파트,서울특별시 송파구 장지동 905 위례포레샤인아파트,서울특별시 송파구 위례순환로 477,20170928,2200.0
위례,경기도,성남수정구,,창곡동,A10024817,"위례역푸르지오4,5,6단지","경기도 성남수정구 창곡동 565-,경기도 성남수정구 창곡동 564-,경기도 성남수정구 창곡동 563-,경기도 성남수정구 창곡동 563,경기도 성남수정구 창곡동 565,경기도 성남수정구 창곡동 564 위례역푸르지오4,5,6단지","경기도 성남시 수정구 위례광장로 12,경기도 성남시 수정구 위례광장로 34,경기도 성남시 수정구 위례광장로 36",20171016,620.0
위례,경기도,성남수정구,,창곡동,A10026623,e편한세상 테라스위례,"경기도 성남수정구 창곡동 283-1,경기도 성남수정구 창곡동  e편한세상 테라스위례",경기도 성남시 수정구 위례동이로 24,20171128,360.0
위례,경기도,성남수정구,,창곡동,A10025589,위례포레스트사랑으로부영,경기도 성남수정구 창곡동 597 위례포레스트사랑으로부영,경기도 성남시 수정구 헌릉로 1005,20190215,566.0
위례,서울특별시,송파구,,거여동,A10024577,위례포레샤인18단지,서울특별시 송파구 거여동 648 위례포레샤인18단지,서울특별시 송파구 위례북로4길 12,20201028,685.0
위례,서울특별시,송파구,,거여동,A10024492,위례포레샤인13단지아파트,서울특별시 송파구 거여동 599 위례포레샤인13단지아파트,서울특별시 송파구 위례서이로 25,20201222,560.0
위례,경기도,성남수정구,,창곡동,A10024483,LH위례36단지,경기도 성남수정구 창곡동 501 LH위례36단지,경기도 성남시 수정구 위례순환로 53,20210104,470.0
위례,경기도,하남시,,학암동,A10024378,위례호반써밋,"경기도 하남시 학암동 652,경기도 하남시 학암동 652 위례호반써밋",경기도 하남시 위례대로6길 20,20210128,699.0
위례,경기도,하남시,,학암동,A10024304,위례포레자이아파트,경기도 하남시 학암동 635 위례포레자이아파트,경기도 하남시 위례대로6길 95,20210427,558.0
위례,경기도,하남시,,학암동,A10024247,힐스테이트센트럴위례,경기도 하남시 학암동 651 힐스테이트센트럴위례,경기도 하남시 위례대로6길 15,20210506,1078.0
위례,서울특별시,송파구,,거여동,A10024152,포레나송파,서울특별시 송파구 거여동 651 포레나송파,서울특별시 송파구 위례송파로 123,20210806,1282.0
위례,서울특별시,송파구,,거여동,A10024197,송파레이크힐아파트,서울특별시 송파구 거여동 606 송파레이크힐아파트,서울특별시 송파구 위례송파로 89,20210810,394.0
위례,경기도,하남시,,학암동,A10024124,위례로제비앙,경기도 하남시 학암동 645 위례로제비앙,경기도 하남시 위례학암로 30,20210914,508.0
위례,서울특별시,송파구,,거여동,A10024085,송파위례리슈빌,서울특별시 송파구 거여동 654 송파위례리슈빌,서울특별시 송파구 위례송파로 124,20211012,494.0
위례,경기도,하남시,,학암동,A10023953,위례숲 우미린 아파트,경기도 하남시 학암동 646 위례숲 우미린 아파트,경기도 하남시 위례대로6길 45,20220114,875.0
위례,서울특별시,송파구,,거여동,A10023922,송파레이크파크 호반 써밋2,서울특별시 송파구 거여동 607 송파레이크파크 호반 써밋2,서울특별시 송파구 위례송파로 80,20220128,700.0
위례,서울특별시,송파구,,거여동,A10023927,송파레이크파크호반써밋1차,서울특별시 송파구 거여동 597 송파레이크파크호반써밋1차,서울특별시 송파구 위례송파로 40,20220128,689.0
위례,경기도,하남시,,학암동,A10023583,위례중흥S클래스,"경기도 하남시 학암동 641-,경기도 하남시 학암동 641 위례중흥S클래스",경기도 하남시 위례대로6길 70,20220908,475.0
위례,경기도,하남시,,학암동,A10023410,위례우미린,경기도 하남시 학암동 639 위례우미린,경기도 하남시 위례대로6길 100,20221130,420.0
위례,경기도,성남수정구,,창곡동,A10023289,위례자이더시티,경기도 성남수정구 창곡동 512 위례자이더시티,경기도 성남시 수정구 위례중앙로 190,20230327,800.0
위례,경기도,하남시,,학암동,A10023115,위례아너스포레,경기도 하남시 학암동 642 위례아너스포레,경기도 하남시 위례대로6길 77,20230615,411.0
위례,경기도,성남수정구,,복정동,A10020330,남위례역아테라,"경기도 성남수정구 복정동 940-,경기도 성남수정구 복정동 153-3 남위례역아테라",,20251208,615.0
위례,경기도,성남수정구,,복정동,A10020315,남위례역수자인더퍼스트,"경기도 성남수정구 복정동 990-,경기도 성남수정구 복정동 756-1 남위례역수자인더퍼스트",,20251215,315.0
위례,경기도,성남수정구,,복정동,A10020314,남위례역 수자인센트럴,"경기도 성남수정구 복정동 982-,경기도 성남수정구 복정동 109 남위례역 수자인센트럴",,20251217,387.0
하남 미사,경기도,하남시,,망월동,A10028200,미사강변 파밀리에,경기도 하남시 망월동 910 미사강변 파밀리에,경기도 하남시 아리수로 589,20140612,976.0
하남 미사,경기도,하남시,,선동,A10028143,리버나인 RIVERNINE,"경기도 하남시 선동 423,경기도 하남시 선동 159 리버나인 RIVERNINE",경기도 하남시 미사강변한강로 110,20140725,712.0
하남 미사,경기도,하남시,,망월동,A10028139,미사강변골든센트로,경기도 하남시 망월동 1162 미사강변골든센트로,경기도 하남시 미사강변동로 50-1,20141205,1541.0
하남 미사,경기도,하남시,,망월동,A10028157,미사강변 한신휴플러스,경기도 하남시 망월동 904 미사강변 한신휴플러스,경기도 하남시 미사강변한강로 170,20150116,763.0
하남 미사,경기도,하남시,,선동,A10028065,미사강변도시 베라체 아파트,경기도 하남시 선동 453 미사강변도시 베라체 아파트,경기도 하남시 풍산로 270-1,20150512,615.0
하남 미사,경기도,하남시,,망월동,A10027978,미사강변파크뷰,경기도 하남시 망월동 533-1 미사강변파크뷰,경기도 하남시 미사강변동로 177,20150714,664.0
하남 미사,경기도,하남시,,망월동,A10027782,미사강변 루나리움,경기도 하남시 망월동 1034 미사강변 루나리움,경기도 하남시 아리수로 499-3,20150930,1164.0
하남 미사,경기도,하남시,,망월동,A10027846,미사강변 트래지안,경기도 하남시 망월동 938 미사강변 트래지안,경기도 하남시 미사강변북로 99,20151016,620.0
하남 미사,경기도,하남시,,망월동,A10027691,미사강변13단지,경기도 하남시 망월동 949 미사강변13단지,경기도 하남시 아리수로 530,20151125,2742.0
하남 미사,경기도,하남시,,풍산동,A10027552,미사강변 동원로얄듀크아파트,경기도 하남시 풍산동 477 미사강변 동원로얄듀크아파트,경기도 하남시 미사강변서로 45,20160414,808.0
하남 미사,경기도,하남시,,망월동,A10027514,미사강변푸르지오,경기도 하남시 망월동 1060 미사강변푸르지오,경기도 하남시 미사강변대로 165,20160422,1188.0
하남 미사,경기도,하남시,,망월동,A10027537,미사강변 하우스디 더레이크,경기도 하남시 망월동 1062 미사강변 하우스디 더레이크,경기도 하남시 미사강변대로 135,20160525,821.0
하남 미사,경기도,하남시,,망월동,A10027476,하남미사강변도시17단지,경기도 하남시 망월동 1044 하남미사강변도시17단지,경기도 하남시 미사강변서로 167-4,20160704,2180.0
하남 미사,경기도,하남시,,선동,A10027385,미사강변 더샵리버포레 아파트,경기도 하남시 선동 427 미사강변 더샵리버포레 아파트,경기도 하남시 미사강변북로 65,20160727,875.0
하남 미사,경기도,하남시,,망월동,A10027379,미사강변 센텀팰리스,경기도 하남시 망월동 1050 미사강변 센텀팰리스,경기도 하남시 미사강변서로 127,20160729,1455.0
하남 미사,경기도,하남시,,풍산동,A10027308,미사강변도시26단지아파트,경기도 하남시 풍산동 567 미사강변도시26단지아파트,경기도 하남시 미사강변중앙로 100,20160908,588.0
하남 미사,경기도,하남시,,선동,A10027344,미사강변센트리버,경기도 하남시 선동 436 미사강변센트리버,경기도 하남시 미사강변대로 270,20160909,1145.0
하남 미사,경기도,하남시,,선동,A10027359,미사강변2차푸르지오,경기도 하남시 선동 433 미사강변2차푸르지오,경기도 하남시 미사강변한강로 60,20160928,1066.0
하남 미사,경기도,하남시,,망월동,A10027180,미사강변스타힐스,경기도 하남시 망월동 956 미사강변스타힐스,경기도 하남시 미사강변대로 240,20161124,1389.0
하남 미사,경기도,하남시,,풍산동,A10027116,미사강변센트럴자이,경기도 하남시 풍산동 480 미사강변센트럴자이,경기도 하남시 미사강변대로 95,20170227,1222.0
하남 미사,경기도,하남시,,선동,A10026806,미사강변리버뷰자이,경기도 하남시 선동 455 미사강변리버뷰자이,경기도 하남시 미사강변한강로 10,20170824,555.0
하남 미사,경기도,하남시,,망월동,A10026784,미사강변해링턴플레이스아파트,경기도 하남시 망월동 1170 미사강변해링턴플레이스아파트,경기도 하남시 미사강변한강로 326,20170905,1401.0
하남 미사,경기도,하남시,,풍산동,A10026707,미사강변더샵센트럴포레아파트,경기도 하남시 풍산동 486 미사강변더샵센트럴포레아파트,경기도 하남시 미사강변대로 55,20171025,487.0
하남 미사,경기도,하남시,,망월동,A10026619,미사 레스티아 아파트,경기도 하남시 망월동 1177 미사 레스티아 아파트,경기도 하남시 미사강변동로 20,20171031,1104.0
하남 미사,경기도,하남시,,선동,A10026523,미사강변리슈빌NHF,경기도 하남시 선동 445 미사강변리슈빌NHF,경기도 하남시 미사강변북로 25,20180105,996.0
하남 미사,경기도,하남시,,풍산동,A10026501,미사강변 동일하이빌,경기도 하남시 풍산동 470 미사강변 동일하이빌,경기도 하남시 미사강변서로 85,20180206,655.0
하남 미사,경기도,하남시,,선동,A10026040,리버스위트칸타빌아파트,경기도 하남시 선동 441 리버스위트칸타빌아파트,경기도 하남시 미사강변한강로 30,20180529,550.0
하남 미사,경기도,하남시,,풍산동,A10026131,e-편한세상 미사 아파트,경기도 하남시 풍산동 568 e-편한세상 미사 아파트,경기도 하남시 미사강변중앙로 90,20180615,652.0
하남 미사,경기도,하남시,,망월동,A10026105,미사강변14단지,경기도 하남시 망월동 907 미사강변14단지,경기도 하남시 미사강변동로 180,20180726,1632.0
하남 미사,경기도,하남시,,풍산동,A10025953,미사 힐즈파크 푸르지오3단지,경기도 하남시 풍산동 627 미사 힐즈파크 푸르지오3단지,경기도 하남시 세미로1길 30,20180928,358.0
하남 미사,경기도,하남시,,풍산동,A10025966,미사강변아란티움(25단지)아파트,경기도 하남시 풍산동 565 미사강변아란티움(25단지)아파트,경기도 하남시 미사강변중앙로 120,20181011,688.0
하남 미사,경기도,하남시,,풍산동,A10025947,미사강변 브라운스톤,경기도 하남시 풍산동 559 미사강변 브라운스톤,경기도 하남시 미사강변동로 47,20181106,871.0
하남 미사,경기도,하남시,,망월동,A10025941,미사강변도시 C3단지,경기도 하남시 망월동 1140 미사강변도시 C3단지,경기도 하남시 미사강변한강로 290,20181106,1492.0
하남 미사,경기도,하남시,,풍산동,A10025667,미사강변센트럴풍경채아파트,경기도 하남시 풍산동 471 미사강변센트럴풍경채아파트,경기도 하남시 미사강변서로 65,20190108,726.0
하남 미사,경기도,하남시,,풍산동,A10025739,미사강변신안인스빌아파트,경기도 하남시 풍산동 573 미사강변신안인스빌아파트,경기도 하남시 미사강변동로 19,20190129,734.0
하남 미사,경기도,하남시,,망월동,A10025469,미사역 호반 써밋 아파트,경기도 하남시 망월동 1127 미사역 호반 써밋 아파트,경기도 하남시 미사강변한강로 270,20190611,846.0
하남 미사,경기도,하남시,,풍산동,A10024890,미사힐즈파크푸르지오,경기도 하남시 풍산동 630 미사힐즈파크푸르지오,경기도 하남시 세미로1길 10,20200427,404.0
하남 미사,경기도,하남시,,망월동,A10024211,미사역파라곤아파트,경기도 하남시 망월동 1125 미사역파라곤아파트,경기도 하남시 미사강변동로 100,20210729,925.0
화성 동탄2,경기도,화성병점구,,능동,A44599008,서동탄역우남퍼스트빌,"경기도 화성병점구 능동 1039-0000,경기도 화성병점구 능동 1041-0000 서동탄역우남퍼스트빌",경기도 화성시 10용사로 286,20021025,1113.0
화성 동탄2,경기도,화성동탄구,,여울동,A44571702,동탄역신미주,경기도 화성동탄구 여울동 964 동탄역신미주,경기도 화성시 동탄감배산로 30,20051031,538.0
화성 동탄2,경기도,화성동탄구,,반송동,A44573609,동탄나루마을 동탄역 U.BORA 여울숲1.0,경기도 화성동탄구 반송동 224 동탄나루마을 동탄역 U.BORA 여울숲1.0,경기도 화성시 동탄반석로 16,20070914,568.0
화성 동탄2,경기도,화성동탄구,,반송동,A44516013,동탄역 U.BORA 여울숲 2.0,"경기도 화성동탄구 반송동 212,경기도 화성동탄구 반송동 212 동탄역 U.BORA 여울숲 2.0",경기도 화성시 동탄나루로 55,20070921,700.0
화성 동탄2,경기도,화성동탄구,,반송동,A44573518,동탄2차한화꿈에그린,경기도 화성동탄구 반송동 200 동탄2차한화꿈에그린,경기도 화성시 동탄중앙로 51,20070928,784.0
화성 동탄2,경기도,화성동탄구,,청계동,A10028158,동탄역모아미래도아파트,경기도 화성동탄구 청계동 49-89 동탄역모아미래도아파트,경기도 화성시 동탄청계로 303-33,20150123,460.0
화성 동탄2,경기도,화성동탄구,,청계동,A10028167,동탄역 시범 예미지 아파트,"경기도 화성동탄구 청계동 510-30,경기도 화성동탄구 청계동 510-30 동탄역 시범 예미지 아파트",경기도 화성시 동탄대로시범길 192,20150128,485.0
화성 동탄2,경기도,화성동탄구,,청계동,A10028171,동탄역 시범 리슈빌아파트,경기도 화성동탄구 청계동 513 동탄역 시범 리슈빌아파트,경기도 화성시 동탄대로시범길 236,20150129,656.0
화성 동탄2,경기도,화성동탄구,,영천동,A10028071,동탄역센트럴자이아파트,경기도 화성동탄구 영천동 665 동탄역센트럴자이아파트,경기도 화성시 동탄대로22길 30,20150129,559.0
화성 동탄2,경기도,화성동탄구,,영천동,A10028132,동탄역이지더원아파트,경기도 화성동탄구 영천동 672 동탄역이지더원아파트,경기도 화성시 동탄순환대로28길 17,20150205,642.0
화성 동탄2,경기도,화성동탄구,,청계동,A10028002,동탄역KCC스위첸아파트,경기도 화성동탄구 청계동 303-14 동탄역KCC스위첸아파트,경기도 화성시 동탄청계로 303-14,20150211,640.0
화성 동탄2,경기도,화성동탄구,,청계동,A10028055,동탄역 시범우남퍼스트빌,경기도 화성동탄구 청계동 35 동탄역 시범우남퍼스트빌,경기도 화성시 동탄대로시범길 276,20150212,1442.0
화성 동탄2,경기도,화성동탄구,,청계동,A10028048,동탄역시범호반써밋,경기도 화성동탄구 청계동 525 동탄역시범호반써밋,경기도 화성시 동탄대로시범길 122,20150212,1002.0
화성 동탄2,경기도,화성동탄구,,청계동,A10028120,동탄역시범대원칸타빌,경기도 화성동탄구 청계동 516 동탄역시범대원칸타빌,경기도 화성시 동탄대로시범길 53,20150330,498.0
화성 동탄2,경기도,화성동탄구,,청계동,A10027928,동탄역센트럴푸르지오,경기도 화성동탄구 청계동 510-889 동탄역센트럴푸르지오,경기도 화성시 동탄순환대로21길 54,20150612,1348.0
화성 동탄2,경기도,화성동탄구,,청계동,A10027890,동탄역롯데캐슬알바트로스아파트,경기도 화성동탄구 청계동 510-582 동탄역롯데캐슬알바트로스아파트,경기도 화성시 동탄순환대로21길 53,20150703,1416.0
화성 동탄2,경기도,화성동탄구,,청계동,A10027966,동탄역호반써밋,경기도 화성동탄구 청계동 49-102 동탄역호반써밋,경기도 화성시 동탄순환대로22길 45,20150710,922.0
화성 동탄2,경기도,화성동탄구,,청계동,A10027729,동탄역시범더샵센트럴시티아파트,경기도 화성동탄구 청계동 519 동탄역시범더샵센트럴시티아파트,경기도 화성시 동탄대로시범길 19,20150821,874.0
화성 동탄2,경기도,화성동탄구,,청계동,A10027732,동탄역대원칸타빌 포레지움,경기도 화성동탄구 청계동 558 동탄역대원칸타빌 포레지움,경기도 화성시 동탄순환대로21길 54,20150830,714.0
화성 동탄2,경기도,화성동탄구,,청계동,A10027830,동탄역시범한화꿈에그린프레스티지아파트,경기도 화성동탄구 청계동 510-88 동탄역시범한화꿈에그린프레스티지아파트,경기도 화성시 동탄대로시범길 20,20150925,1817.0
화성 동탄2,경기도,화성동탄구,,청계동,A10027646,동탄역 신안인스빌리베라,경기도 화성동탄구 청계동 545 동탄역 신안인스빌리베라,경기도 화성시 동탄순환대로21길 15,20151019,913.0
화성 동탄2,경기도,화성동탄구,,영천동,A10027806,동탄2 LH 4단지,경기도 화성동탄구 영천동 722 동탄2 LH 4단지,경기도 화성시 동탄순환대로24길 11,20151202,2147.0
화성 동탄2,경기도,화성동탄구,,청계동,A10027768,동탄역 시범반도유보라아이비파크1.0,경기도 화성동탄구 청계동 510-838 동탄역 시범반도유보라아이비파크1.0,경기도 화성시 동탄대로시범길 168,20151222,904.0
화성 동탄2,경기도,화성동탄구,,영천동,A10027606,동탄역반도유보라아이비파크2.0 아파트,경기도 화성동탄구 영천동 716 동탄역반도유보라아이비파크2.0 아파트,경기도 화성시 동탄순환대로26길 55,20160205,999.0
화성 동탄2,경기도,화성동탄구,,영천동,A10027386,동탄2 경남아너스빌아파트,경기도 화성동탄구 영천동 677 동탄2 경남아너스빌아파트,경기도 화성시 동탄순환대로25길 21,20160720,344.0
화성 동탄2,경기도,화성동탄구,,여울동,A10027465,동탄2 반도유보라아이비파크3차아파트,"경기도 화성동탄구 여울동 474-9,경기도 화성동탄구 여울동 474-9 동탄2 반도유보라아이비파크3차아파트",경기도 화성시 동탄대로12길 17,20160720,1135.0
화성 동탄2,경기도,화성동탄구,,여울동,A10027436,동탄2 금강펜테리움 1차아파트,경기도 화성동탄구 여울동 967-2269 동탄2 금강펜테리움 1차아파트,경기도 화성시 동탄대로12길 64,20160725,827.0
화성 동탄2,경기도,화성동탄구,,송동,A10027291,동탄2 LH26단지(65BL)아파트,경기도 화성동탄구 송동 692 동탄2 LH26단지(65BL)아파트,경기도 화성시 동탄대로9길 20,20161103,917.0
화성 동탄2,경기도,화성동탄구,,송동,A10027281,동탄2신도시 하우스디 더 레이크,경기도 화성동탄구 송동 693 동탄2신도시 하우스디 더 레이크,경기도 화성시 동탄대로9길 19,20161103,1552.0
화성 동탄2,경기도,화성동탄구,,여울동,A10027257,동탄역에일린의 뜰,경기도 화성동탄구 여울동 998 동탄역에일린의 뜰,경기도 화성시 동탄기흥로353번길 77,20161209,489.0
화성 동탄2,경기도,화성동탄구,,여울동,A10027133,동탄2 LH C26단지 행복주택,경기도 화성동탄구 여울동 1017 동탄2 LH C26단지 행복주택,경기도 화성시 동탄기흥로 11,20170213,608.0
화성 동탄2,경기도,화성동탄구,,청계동,A10027117,동탄역더힐아파트,경기도 화성동탄구 청계동 556 동탄역더힐아파트,경기도 화성시 동탄순환대로22길 46,20170228,718.0
화성 동탄2,경기도,화성동탄구,,영천동,A10027122,동탄역 포레너스 입주자대표회의,경기도 화성동탄구 영천동 720 동탄역 포레너스 입주자대표회의,경기도 화성시 동탄대로24길 199,20170306,1316.0
화성 동탄2,경기도,화성동탄구,,영천동,A10026957,동탄역푸르지오,경기도 화성동탄구 영천동 321-1 동탄역푸르지오,경기도 화성시 동탄순환대로 881-10,20170623,832.0
화성 동탄2,경기도,화성동탄구,,청계동,A10026909,동탄역시범 금강펜테리움 센트럴파크3,경기도 화성동탄구 청계동 514 동탄역시범 금강펜테리움 센트럴파크3,경기도 화성시 동탄대로시범길 235,20170629,252.0
화성 동탄2,경기도,화성동탄구,,영천동,A10026888,동탄역센트럴상록아파트,경기도 화성동탄구 영천동 662 동탄역센트럴상록아파트,경기도 화성시 동탄대로22길 9,20170630,1005.0
화성 동탄2,경기도,화성동탄구,,산척동,A10026788,동탄호수공원금강펜테리움센트럴파크2차,경기도 화성동탄구 산척동  동탄호수공원금강펜테리움센트럴파크2차,경기도 화성시 동탄산척로2길 56,20170728,908.0
화성 동탄2,경기도,화성동탄구,,여울동,A10026805,동탄역 반도유보라아이비파크5차,경기도 화성동탄구 여울동 988 동탄역 반도유보라아이비파크5차,경기도 화성시 동탄기흥로 393-15,20170914,545.0
화성 동탄2,경기도,화성동탄구,,여울동,A10026774,동탄역 반도유보라아이비파크6차,경기도 화성동탄구 여울동 972 동탄역 반도유보라아이비파크6차,경기도 화성시 동탄기흥로 479-12,20170914,532.0
화성 동탄2,경기도,화성동탄구,,영천동,A10026740,동탄역 센트럴예미지 아파트,경기도 화성동탄구 영천동 670 동탄역 센트럴예미지 아파트,경기도 화성시 동탄순환대로27길 45,20170927,451.0
화성 동탄2,경기도,화성동탄구,,목동,A10026689,동탄2 르파비스,경기도 화성동탄구 목동  동탄2 르파비스,경기도 화성시 동탄순환대로20길 115,20171107,876.0
화성 동탄2,경기도,화성동탄구,,산척동,A10026496,동탄2 서희스타힐스24단지,경기도 화성동탄구 산척동  동탄2 서희스타힐스24단지,경기도 화성시 동탄순환대로17길 15,20171122,882.0
화성 동탄2,경기도,화성동탄구,,영천동,A10026473,동탄2 LH1단지 A6블록아파트,경기도 화성동탄구 영천동  동탄2 LH1단지 A6블록아파트,경기도 화성시 동탄대로24가길 27,20180115,946.0
화성 동탄2,경기도,화성동탄구,,청계동,A10026355,동탄2 반도유보라아이비파크4차아파트,경기도 화성동탄구 청계동 536 동탄2 반도유보라아이비파크4차아파트,경기도 화성시 동탄대로시범길 134,20180129,740.0
화성 동탄2,경기도,화성병점구,,능동,A10026519,서동탄역파크자이아파트,경기도 화성병점구 능동 1282-0000 서동탄역파크자이아파트,경기도 화성시 서동탄로 53,20180130,982.0
화성 동탄2,경기도,화성동탄구,,장지동,A10026380,동탄호수자이파밀리에,"경기도 화성동탄구 장지동 ,경기도 화성동탄구 장지동 4-1 동탄호수자이파밀리에",경기도 화성시 동탄대로2길 19,20180312,1067.0
화성 동탄2,경기도,화성동탄구,,장지동,A10026206,동탄2 롯데캐슬,경기도 화성동탄구 장지동 95 동탄2 롯데캐슬,경기도 화성시 동탄대로2길 49,20180601,612.0
화성 동탄2,경기도,화성동탄구,,여울동,A10026132,동탄역 더샵센트럴시티2차아파트,경기도 화성동탄구 여울동 675 동탄역 더샵센트럴시티2차아파트,경기도 화성시 동탄감배산로 19,20180725,745.0
화성 동탄2,경기도,화성동탄구,,장지동,A10026067,동탄2제일풍경채아파트,"경기도 화성동탄구 장지동 ,경기도 화성동탄구 장지동 19-3 동탄2제일풍경채아파트",경기도 화성시 동탄대로4가길 26,20180827,624.0
화성 동탄2,경기도,화성동탄구,,여울동,A10026008,동탄역 린스트라우스,경기도 화성동탄구 여울동 1020 동탄역 린스트라우스,경기도 화성시 동탄역로 102,20180906,617.0
화성 동탄2,경기도,화성병점구,,능동,A10026035,서동탄역파크자이2차 아파트,"경기도 화성병점구 능동 0687-0007,경기도 화성병점구 능동 1283-0000 서동탄역파크자이2차 아파트",경기도 화성시 서동탄로 11,20180927,376.0
화성 동탄2,경기도,화성동탄구,,목동,A10025968,동탄2신도시 베라체아파트,"경기도 화성동탄구 목동 119,경기도 화성동탄구 목동  동탄2신도시 베라체아파트",경기도 화성시 동탄순환대로20길 13,20181004,859.0
화성 동탄2,경기도,화성동탄구,,여울동,A10025962,동탄역 반도유보라 아이비파크 8차아파트,경기도 화성동탄구 여울동 973 동탄역 반도유보라 아이비파크 8차아파트,경기도 화성시 동탄광역환승로 73,20181019,671.0
화성 동탄2,경기도,화성동탄구,,산척동,A10025900,동탄호수공원역 레이크시티 아파트,경기도 화성동탄구 산척동 733 동탄호수공원역 레이크시티 아파트,경기도 화성시 동탄대로6길 84,20181128,818.0
화성 동탄2,경기도,화성동탄구,,여울동,A10025790,동탄역 중흥S-클래스아파트,"경기도 화성동탄구 여울동 873-3,경기도 화성동탄구 여울동  동탄역 중흥S-클래스아파트",경기도 화성시 동부대로 951,20190109,436.0
화성 동탄2,경기도,화성동탄구,,여울동,A10025771,동탄역 반도유보라 아이비파크7.0 아파트,경기도 화성동탄구 여울동 971 동탄역 반도유보라 아이비파크7.0 아파트,경기도 화성시 동탄광역환승로 63,20190116,710.0
화성 동탄2,경기도,화성동탄구,,장지동,A10025590,동탄2 IPARK 1단지 아파트,경기도 화성동탄구 장지동 24 동탄2 IPARK 1단지 아파트,경기도 화성시 동탄대로4길 123,20190320,470.0
화성 동탄2,경기도,화성동탄구,,장지동,A10025583,동탄2 아이파크A100BL,경기도 화성동탄구 장지동 623 동탄2 아이파크A100BL,경기도 화성시 동탄대로4길 143,20190320,510.0
화성 동탄2,경기도,화성동탄구,,장지동,A10025473,화성동탄2 NHF 엘크루 아파트,경기도 화성동탄구 장지동 910-311 화성동탄2 NHF 엘크루 아파트,경기도 화성시 동탄대로1길 96,20190607,856.0
화성 동탄2,경기도,화성동탄구,,장지동,A10025312,동탄호수공원아이파크 아파트,경기도 화성동탄구 장지동 968 동탄호수공원아이파크 아파트,경기도 화성시 동탄순환대로8길 14,20190730,774.0
화성 동탄2,경기도,화성동탄구,,장지동,A10025183,동탄2 풍림아이원아파트,"경기도 화성동탄구 장지동 120-19,경기도 화성동탄구 장지동 928 동탄2 풍림아이원아파트",경기도 화성시 동탄대로1길 20,20191114,448.0
화성 동탄2,경기도,화성동탄구,,여울동,A10025005,동탄역 동원로얄듀크비스타3차,경기도 화성동탄구 여울동 984 동탄역 동원로얄듀크비스타3차,경기도 화성시 동부대로 1062,20200226,278.0
화성 동탄2,경기도,화성동탄구,,산척동,A10024841,동탄2LH행복주택35단지,경기도 화성동탄구 산척동 747 동탄2LH행복주택35단지,경기도 화성시 동탄순환대로10길 42,20200619,900.0
화성 동탄2,경기도,화성동탄구,,산척동,A10024759,동탄2A63블럭 센트럴써밋,경기도 화성동탄구 산척동 155-13 동탄2A63블럭 센트럴써밋,경기도 화성시 동탄신리천로 786,20200708,740.0
화성 동탄2,경기도,화성동탄구,,산척동,A10024732,동탄2 하우스디 NHF아파트,경기도 화성동탄구 산척동 743 동탄2 하우스디 NHF아파트,경기도 화성시 동탄순환대로12길 67,20200806,872.0
화성 동탄2,경기도,화성동탄구,,영천동,A10024706,동탄2 LH2단지 A4-1블럭 행복주택,경기도 화성동탄구 영천동 17-78 동탄2 LH2단지 A4-1블럭 행복주택,경기도 화성시 동탄영천로 108-21,20200813,1640.0
화성 동탄2,경기도,화성동탄구,,장지동,A10024525,한화포레나동탄호수,경기도 화성동탄구 장지동 921 한화포레나동탄호수,경기도 화성시 동탄순환대로4길 11,20200928,800.0
