cand_id_namespaced,action,http_status,bytes,file_kind,source_url,local_path,result
H023,reuse_checked_local,200,60091,html,https://gnews.gg.go.kr/briefing/brief_gongbo_view.do?BS_CODE=s017&number=62697&subject_Code=BO01,C:\Users\parkd\new project\Transport-gap-audit\evidence\documents\남양주 다산\2024-08-10_별내선_개통__첫_열차_운행.html,PARAPHRASE
H024,reuse_checked_local,200,54127,html,https://molit.go.kr/atmo/USR/N0201/m_36515/dtl.jsp?id=95090058&lcmspage=77,C:\Users\parkd\new project\Transport-gap-audit\evidence\documents\남양주 다산\2024-08-09__남양주_잠실_27분___8월_10일_별내선_개통.html,MANUAL_CONFIRM
H025,reuse_checked_local,200,84392,html,https://www.lh.or.kr/gallery.es?act=view&b_list=8&bid=0003&keyField=&list_no=7400&mid=a10502000000&nPage=420&orderby=&vlist_no_npage=672,C:\Users\parkd\new project\Transport-gap-audit\evidence\documents\하남 미사\2014-06-30_LH_미사강변도시_첫_입주_시작.html,MANUAL_CONFIRM
H026,reuse_checked_local,200,209394,html,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?aisTpCd=08&ccrCnntSysDsCd=02&mi=1026&panId=0000060513&uppAisTpCd=06,C:\Users\parkd\new project\Transport-gap-audit\evidence\documents\하남 미사\2015_하남미사_A12_A16블록_임대주택_공고.html,PARAPHRASE
H027,reuse_checked_local,200,91035,html,https://www.hanam.go.kr/sosik/selectBbsNttView.do?bbsNo=1164&integrDeptCode=&key=10048&nttNo=221988&pageIndex=392&searchCnd=all&searchCtgry=&searchKrwd=&selectPageUnit=,C:\Users\parkd\new project\Transport-gap-audit\evidence\documents\하남 미사\2020-12-31_하남시_2020년_10대_뉴스.html,MANUAL_CONFIRM
H028,reuse_checked_local,200,236870,html,https://www.hanam.go.kr/www/selectBbsNttView.do?bbsNo=944&key=3760&nttNo=115091,C:\Users\parkd\new project\Transport-gap-audit\evidence\documents\하남 미사\2020-06_하남선_1단계_개통일_관련_안내.html,MANUAL_CONFIRM
H029,reuse_checked_local,200,39840,html,https://www.hanam.go.kr/sosik/selectBbsNttView.do?bbsNo=1164&integrDeptCode=&key=10048&nttNo=210883&pageIndex=426&searchCnd=all&searchCtgry=&searchKrwd=&selectPageUnit=,C:\Users\parkd\new project\Transport-gap-audit\evidence\documents\하남 미사\2020-08-07_하남선_1단계_개통.html,MANUAL_CONFIRM
H030,reuse_checked_local,200,97832,html,https://www.hanam.go.kr/sosik/selectBbsNttView.do?bbsNo=1164&integrDeptCode=&key=10048&nttNo=321801&pageIndex=258&searchCnd=all&searchCtgry=&searchKrwd=&selectPageUnit=,C:\Users\parkd\new project\Transport-gap-audit\evidence\documents\하남 미사\2021-03-26_지하철_5호선_하남선_전_구간_개통.html,PARAPHRASE
F001,reuse_checked_local,200,197323,html,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?aisTpCd=05&ccrCnntSysDsCd=02&mi=1027&panId=0000060752&uppAisTpCd=05,C:\Users\parkd\new project\Transport-gap-audit\evidence\documents\인천 계양\2024-09-20_인천계양_A2_공공분양주택_입주자모집공고.html,MANUAL_CONFIRM
F002,reuse_checked_local,200,176719,html,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?aisTpCd=23&ccrCnntSysDsCd=04&panId=BN-0001331&uppAisTpCd=22,C:\Users\parkd\new project\Transport-gap-audit\evidence\documents\인천 계양\2026-07-10_인천계양_A3블록_단지내상가_재분양공고.html,MANUAL_CONFIRM
F003,reuse_checked_local,200,27350,html,https://www.molit.go.kr/mta/USR/N0201/m_36770/dtl.jsp?id=95085094&lcmspage=2,C:\Users\parkd\new project\Transport-gap-audit\evidence\documents\인천 계양\2021-01-24_인천계양_부천대장_광역교통개선대책_확정.html,PARAPHRASE
F004,reuse_checked_local,200,53484,html,https://www.molit.go.kr/mta/USR/WPGE0201/m_36794/DTL.jsp,C:\Users\parkd\new project\Transport-gap-audit\evidence\documents\인천 계양\확인불가_BRT_고급화_S-BRT__추진.html,PARAPHRASE
F005,reuse_checked_local,200,81369,html,https://www.incheon.go.kr/mayor_8/MA040101/view?curPage=195&repSeq=DOM_0000000012620245,C:\Users\parkd\new project\Transport-gap-audit\evidence\documents\인천 계양\2025-06-28_인천도시철도_1호선_검단연장선_개통.html,MANUAL_CONFIRM
F006,reuse_checked_local,200,201789,html,https://www.incheon.go.kr/IC010205/view?curPage=276&repSeq=DOM_0000000012563847,C:\Users\parkd\new project\Transport-gap-audit\evidence\documents\인천 계양\2025-06-16_검단연장선_6월_28일_첫_운행.html,PARAPHRASE
F007,reuse_checked_local,200,196665,html,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?aisTpCd=05&ccrCnntSysDsCd=02&mi=1027&panId=0000060926&uppAisTpCd=05,C:\Users\parkd\new project\Transport-gap-audit\evidence\documents\남양주 왕숙\2025_남양주왕숙_A-1블록_공공분양주택_입주자모집공고.html,MANUAL_CONFIRM
F008,reuse_checked_local,200,193986,html,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?aisTpCd=39&ccrCnntSysDsCd=02&mi=1027&panId=0000060921&uppAisTpCd=39,C:\Users\parkd\new project\Transport-gap-audit\evidence\documents\남양주 왕숙\2025-07-24_남양주왕숙_A-2블록_신혼희망타운_입주자모집공고.html,MANUAL_CONFIRM
F009,reuse_checked_local,200,35788,html,https://www.molit.go.kr/mta/USR/N0201/m_36770/dtl.jsp?id=95084988&lcmspage=1,C:\Users\parkd\new project\Transport-gap-audit\evidence\documents\남양주 왕숙\2020-12-29_남양주왕숙_고양창릉_신도시_교통대책_확정.html,PARAPHRASE
F010,reuse_checked_local,200,2962879,pdf,https://www.molit.go.kr/2024plan_traffic/news/bodo_2.pdf,C:\Users\parkd\new project\Transport-gap-audit\evidence\documents\남양주 왕숙\2024-01-25_신도시_광역교통_개선_투자계획.pdf,PARAPHRASE
F011,reuse_checked_local,200,61591,html,https://www.molit.go.kr/USR/NEWS/m_71/dtl.jsp?id=95086587&lcmspage=60,C:\Users\parkd\new project\Transport-gap-audit\evidence\documents\남양주 왕숙\2022-03-18_진접선_개통__남양주의_새로운_길이_열립니다.html,PARAPHRASE
F012,reuse_checked_local,200,60091,html,https://gnews.gg.go.kr/briefing/brief_gongbo_view.do?BS_CODE=s017&number=62697&subject_Code=BO01,C:\Users\parkd\new project\Transport-gap-audit\evidence\documents\남양주 왕숙\2024-08-10_별내선_개통__첫_열차_운행.html,PARAPHRASE
F013,reuse_checked_local,200,190728,html,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?aisTpCd=05&ccrCnntSysDsCd=02&mi=1027&panId=0000060838&uppAisTpCd=05,C:\Users\parkd\new project\Transport-gap-audit\evidence\documents\하남 교산\2025-03-31_교산_푸르지오_더_퍼스트_입주자모집공고.html,MANUAL_CONFIRM
F014,reuse_checked_local,200,192529,html,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?aisTpCd=05&ccrCnntSysDsCd=02&mi=1027&panId=0000060855&uppAisTpCd=05,C:\Users\parkd\new project\Transport-gap-audit\evidence\documents\하남 교산\2025-03-31_교산_푸르지오_더_퍼스트_정정공고.html,MANUAL_CONFIRM
F015,reuse_checked_local,200,30735,html,https://www.molit.go.kr/mta/USR/N0201/m_36770/dtl.jsp?id=95083918&lcmspage=88,C:\Users\parkd\new project\Transport-gap-audit\evidence\documents\하남 교산\2020-05-21_하남교산_과천_광역교통개선대책_확정.html,MANUAL_CONFIRM
F016,reuse_checked_local,200,43606,html,https://www.molit.go.kr/2024plan_traffic/main.jsp,C:\Users\parkd\new project\Transport-gap-audit\evidence\documents\하남 교산\2024-01-25_2024년_교통_분야_민생토론회.html,PARAPHRASE
F017,reuse_checked_local,200,39840,html,https://www.hanam.go.kr/sosik/selectBbsNttView.do?bbsNo=1164&integrDeptCode=&key=10048&nttNo=210883&pageIndex=426&searchCnd=all&searchCtgry=&searchKrwd=&selectPageUnit=,C:\Users\parkd\new project\Transport-gap-audit\evidence\documents\하남 교산\2020-08-07_하남선_1단계_개통.html,PARAPHRASE
F018,reuse_checked_local,200,97832,html,https://www.hanam.go.kr/sosik/selectBbsNttView.do?bbsNo=1164&integrDeptCode=&key=10048&nttNo=321801&pageIndex=258&searchCnd=all&searchCtgry=&searchKrwd=&selectPageUnit=,C:\Users\parkd\new project\Transport-gap-audit\evidence\documents\하남 교산\2021-03-26_지하철_5호선_하남선_전_구간_개통.html,PARAPHRASE
F019,reuse_checked_local,200,192823,html,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?aisTpCd=39&ccrCnntSysDsCd=02&mi=1027&panId=0000060802&uppAisTpCd=39,C:\Users\parkd\new project\Transport-gap-audit\evidence\documents\고양 창릉\2025-01-31_고양창릉_A-4블록_신혼희망타운_입주자모집공고.html,MANUAL_CONFIRM
F020,reuse_checked_local,200,199405,html,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?aisTpCd=05&ccrCnntSysDsCd=02&mi=1027&panId=0000060807&uppAisTpCd=05,C:\Users\parkd\new project\Transport-gap-audit\evidence\documents\고양 창릉\2025-01-31_고양창릉_S-5블록_공공분양주택_입주자모집공고.html,MANUAL_CONFIRM
F021,reuse_checked_local,200,35788,html,https://www.molit.go.kr/mta/USR/N0201/m_36770/dtl.jsp?id=95084988&lcmspage=1,C:\Users\parkd\new project\Transport-gap-audit\evidence\documents\고양 창릉\2020-12-29_남양주왕숙_고양창릉_신도시_교통대책_확정.html,PARAPHRASE
F022,reuse_checked_local,200,2962879,pdf,https://www.molit.go.kr/2024plan_traffic/news/bodo_2.pdf,C:\Users\parkd\new project\Transport-gap-audit\evidence\documents\고양 창릉\2024-01-25_신도시_광역교통_개선_투자계획.pdf,PARAPHRASE
F023,reuse_checked_local,200,61285,html,https://www.molit.go.kr/USR/NEWS/dtl.jsp?id=95090469&lcmspage=47,C:\Users\parkd\new project\Transport-gap-audit\evidence\documents\고양 창릉\2024-12-11_GTX-A_운정중앙_서울역_구간_12월_28일_개통.html,PARAPHRASE
F024,reuse_checked_local,200,58513,html,https://www.molit.go.kr/USR/NEWS/m_72/dtl.jsp?id=95088517&lcmspage=5,C:\Users\parkd\new project\Transport-gap-audit\evidence\documents\고양 창릉\2023-06-30_대곡_소사_복선전철_7월_1일_개통.html,PARAPHRASE
F025,reuse_checked_local,200,245515,html,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?aisTpCd=42&ccrCnntSysDsCd=03&panId=2015122300020448&uppAisTpCd=39,C:\Users\parkd\new project\Transport-gap-audit\evidence\documents\부천 대장\2026-07-23_부천대장_A5_A6블록_행복주택_입주자_최초모집.html,MANUAL_CONFIRM
F026,reuse_checked_local,200,195279,html,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?aisTpCd=05&ccrCnntSysDsCd=02&mi=1027&panId=0000060865&uppAisTpCd=05,C:\Users\parkd\new project\Transport-gap-audit\evidence\documents\부천 대장\2025-04-30_부천대장_A8블록_공공분양주택_입주자모집공고.html,MANUAL_CONFIRM
F027,reuse_checked_local,200,27350,html,https://www.molit.go.kr/mta/USR/N0201/m_36770/dtl.jsp?id=95085094&lcmspage=2,C:\Users\parkd\new project\Transport-gap-audit\evidence\documents\부천 대장\2021-01-24_인천계양_부천대장_광역교통개선대책_확정.html,PARAPHRASE
F028,reuse_checked_local,200,53484,html,https://www.molit.go.kr/mta/USR/WPGE0201/m_36794/DTL.jsp,C:\Users\parkd\new project\Transport-gap-audit\evidence\documents\부천 대장\확인불가_BRT_고급화_S-BRT__추진.html,PARAPHRASE
F029,reuse_checked_local,200,58513,html,https://www.molit.go.kr/USR/NEWS/m_72/dtl.jsp?id=95088517&lcmspage=5,C:\Users\parkd\new project\Transport-gap-audit\evidence\documents\부천 대장\2023-06-30_대곡_소사_복선전철_7월_1일_개통.html,PARAPHRASE
F030,reuse_checked_local,200,156209,html,https://bucheon.go.kr/site/homepage/menu/viewMenu?menuid=148006006003003002,C:\Users\parkd\new project\Transport-gap-audit\evidence\documents\부천 대장\2025-11-03_소사-대곡선_사업현황.html,PARAPHRASE
E1-A01,reuse_checked_local,200,197054,html,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?panId=0000061101&ccrCnntSysDsCd=02&uppAisTpCd=05&aisTpCd=05&mi=1027,C:\Users\parkd\new project\Transport-gap-audit\evidence\documents\화성 동탄2\2026-05-29_화성동탄2_C-27블록_공공분양주택_입주자모집공고.html,PARAPHRASE
E1-A02,lh_sequential_refetch,200,197054,html,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?panId=0000061101&ccrCnntSysDsCd=02&uppAisTpCd=05&aisTpCd=05&mi=1027,C:\Users\parkd\Documents\Codex\2026-08-20\files-mentioned-by-the-user-30-2\evidence\refetched\E1-A02.html,MANUAL_CONFIRM
E1-B01,direct_pdf_refetched,200,507009,pdf,https://www.molit.go.kr/LCMS/DWN.jsp?fold=koreaNews/mobile/file&fileName=221026%28%EC%84%9D%EA%B0%84%29_%EC%88%98%EC%9B%90_%ED%98%B8%EB%A7%A4%EC%8B%A4_%ED%99%94%EC%84%B1_%EB%8F%99%ED%83%842_%EA%B4%91%EC%97%AD%EA%B5%90%ED%86%B5%ED%8A%B9%EB%B3%84%EB%8C%80%EC%B1%85_%EB%B0%9C%ED%91%9C%28%EA%B4%91%EC%97%AD%EA%B5%90%ED%86%B5%EC%A0%95%EC%B1%85%EA%B3%BC%29.pdf,C:\Users\parkd\Documents\Codex\2026-08-20\files-mentioned-by-the-user-30-2\evidence\refetched\E1-B01.pdf,PARAPHRASE
E1-B02,direct_pdf_refetched,200,323021,pdf,https://www.molit.go.kr/LCMS/DWN.jsp?fold=koreaNews/mobile/file&fileName=220617%28%EC%A1%B0%EA%B0%84%29_%ED%98%B8%EB%A7%A4%EC%8B%A4_%EB%8F%99%ED%83%842_%EA%B4%91%EC%97%AD%EA%B5%90%ED%86%B5_%EA%B0%9C%EC%84%A0%EC%9D%84_%EC%9C%84%ED%95%B4_%EC%A3%BC%EB%AF%BC%EC%9D%98%EA%B2%AC_%EB%93%A3%EB%8A%94%EB%8B%A4%28%EA%B4%91%EC%97%AD%EA%B5%90%ED%86%B5%EC%A0%95%EC%B1%85%EA%B3%BC%29.pdf,C:\Users\parkd\Documents\Codex\2026-08-20\files-mentioned-by-the-user-30-2\evidence\refetched\E1-B02.pdf,PARAPHRASE
E1-C01,reuse_checked_local,INVALID_URL,0,html,화성시 공지 URL 필요,,QUARANTINED
E1-C02,reuse_checked_local,INVALID_URL,0,html,화성시 공지 URL 필요,,QUARANTINED
E1-A03,reuse_checked_local,200,200983,html,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?panId=0000061106&ccrCnntSysDsCd=02&uppAisTpCd=06&aisTpCd=08&mi=1026,C:\Users\parkd\new project\Transport-gap-audit\evidence\documents\김포 한강\2026-06-19_김포한강_Ac-01a블록_10년_공공임대주택리츠_입주자_모집공고.html,PARAPHRASE
E1-A04,reuse_checked_local,DENIED,0,html,https://zippoom.com/%EB%B8%94%EB%A1%9C%EA%B7%B8/%EA%B9%80%ED%8F%AC%ED%95%9C%EA%B0%95-Ac-05%EB%B8%94%EB%A1%9D-10%EB%85%84-%EA%B3%B5%EA%B3%B5%EC%9E%84%EB%8C%80%EC%A3%BC%ED%83%9D(%EB%A6%AC%EC%B8%A0,,QUARANTINED
E1-B03,direct_pdf_refetched,200,803365,pdf,https://www.molit.go.kr/LCMS/DWN.jsp?fold=koreaNews/mobile/file&fileName=210629%2815%EC%8B%9C%EC%9D%B4%ED%9B%84%29%EC%84%9C%EB%B6%80%EA%B6%8C+2%EA%B8%B0+%EC%8B%A0%EB%8F%84%EC%8B%9C+%28%EA%B9%80%ED%8F%AC%ED%95%9C%EA%B0%95_%EC%9D%B8%EC%B2%9C%EA%B2%80%EB%8B%A8%29+%EA%B5%90%ED%86%B5%EA%B0%9C%EC%84%A0+%EB%8C%80%EC%B1%85%28%EA%B4%91%EC%97%AD%EC%8B%9C%EC%84%A4%EC%9A%B4%EC%98%81%EA%B3%BC%29.pdf,C:\Users\parkd\Documents\Codex\2026-08-20\files-mentioned-by-the-user-30-2\evidence\refetched\E1-B03.pdf,PARAPHRASE
E1-B04,direct_pdf_refetched,200,1152620,pdf,https://www.molit.go.kr/LCMS/DWN.jsp?fold=koreaNews/mobile/file&fileName=221111%28%EC%84%9D%EA%B0%84%29_%EC%88%98%EB%8F%84%EA%B6%8C_%EC%84%9C%EB%B6%80%EC%A7%80%EC%97%AD%EC%9D%98_%EA%B4%91%EC%97%AD%EA%B5%90%ED%86%B5_%ED%99%95%EC%B6%A9_%EB%93%B1_%EC%A7%80%EC%97%AD%ED%98%84%EC%95%88_%ED%95%B4%EA%B2%B0_%EC%B6%94%EC%A7%84%28%EA%B3%B5%EA%B3%B5%ED%83%9D%EC%A7%80%EC%A1%B0%EC%82%AC%EA%B3%BC%29.pdf,C:\Users\parkd\Documents\Codex\2026-08-20\files-mentioned-by-the-user-30-2\evidence\refetched\E1-B04.pdf,PARAPHRASE
E1-C03,reuse_checked_local,200,309650,html,https://www.hanam.go.kr/www/contents.do?key=3262,C:\Users\parkd\new project\Transport-gap-audit\evidence\documents\김포 한강\2024-01-02_8849번_하남-미사-김포_인천공항__운행시간_정보.html,PARAPHRASE
E1-C04,reuse_checked_local,INVALID_URL,0,html,화성시 공지 URL 필요,,QUARANTINED
E1-A05,reuse_checked_local,200,158590,html,https://www.korea.kr/news/policyNewsView.do?newsId=148723111,C:\Users\parkd\new project\Transport-gap-audit\evidence\documents\위례\2011-11-29_위례신도시_보금자리_2949가구_내달_5일부터_본청약.html,PARAPHRASE
E1-A06,reuse_checked_local,200,127826,html,https://mediahub.seoul.go.kr/archives/1302679,C:\Users\parkd\new project\Transport-gap-audit\evidence\documents\위례\2020-11-19_위례지구_A1-5BL__A1-12BL_분양주택_입주자_모집.html,PARAPHRASE
E1-B05,reuse_checked_local,DENIED,0,html,https://www.yna.co.kr/view/AKR20140515134000003,,QUARANTINED
E1-B06,reuse_checked_local,200,517093,html,https://www.songpa.go.kr/www/contents.do?key=3343&,C:\Users\parkd\new project\Transport-gap-audit\evidence\documents\위례\2022-10-11_위례신도시_광역교통_개선대책.html,PARAPHRASE
E1-C05,reuse_checked_local,200,23025,html,https://www.molit.go.kr/mta/USR/N0201/m_36770/dtl.jsp?lcmspage=1&id=95087500,C:\Users\parkd\new project\Transport-gap-audit\evidence\documents\위례\2022-11-28_대광위__28일_위례선_도시철도사업_사업계획_승인_착공__25년_개통.html,PARAPHRASE
E1-C06,reuse_checked_local,200,61661,html,https://www.molit.go.kr/USR/NEWS/dtl.jsp?lcmspage=15&id=95091747,C:\Users\parkd\new project\Transport-gap-audit\evidence\documents\위례\2026-02-26_김용석_대광위원장__위례신도시_광역교통개선대책_점검.html,PARAPHRASE
E1-A07,reuse_checked_local,200,166818,html,https://www.myhome.go.kr/hws/portal/sch/selectRsdtRcritNtcDetailView.do?pblancId=7766,C:\Users\parkd\new project\Transport-gap-audit\evidence\documents\남양주 다산\2015-08-11_다산신도시_지금지구_A1블록_국민임대주택_입주자모집공고.html,PARAPHRASE
E1-A08,reuse_checked_local,DENIED,0,html,https://blog.naver.com/wise8949/221417570455,,QUARANTINED
E1-B07,reuse_checked_local,200,35788,html,https://www.molit.go.kr/mta/USR/N0201/m_36770/dtl.jsp?lcmspage=2&id=95084988,C:\Users\parkd\new project\Transport-gap-audit\evidence\documents\남양주 다산\2020-12-29_남양주왕숙_고양창릉_신도시_교통대책_확정_.html,MANUAL_CONFIRM
E1-B08,reuse_checked_local,DENIED,0,html,https://blog.naver.com/mltmkr/223516805632,,QUARANTINED
E1-C07,reuse_checked_local,200,308399,html,https://www.nyj.go.kr/www/selectBbsNttView.do?key=2481&bbsNo=62&nttNo=482937,C:\Users\parkd\new project\Transport-gap-audit\evidence\documents\남양주 다산\2024-07-03_다산역_개통에_따른_버스노선_변경_알림.html,PARAPHRASE
E1-C08,reuse_checked_local,DENIED,0,html,https://m.ekn.kr/view.php?key=20221229010006452,,QUARANTINED
E1-A09,reuse_checked_local,200,253207,html,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?panId=2015122300017628&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=07&mi=1026,C:\Users\parkd\new project\Transport-gap-audit\evidence\documents\하남 미사\2025-03-14_하남미사17단지_임대주택_입주자모집공고.html,PARAPHRASE
E1-A10,reuse_checked_local,DENIED,0,html,https://m.cafe.daum.net/apt3456/QdJA/3363,,QUARANTINED
