kapt_code,kapt_name,addr_legal,addr_road,approval_date,approval_date_raw,household_count,bldg_count,pilot_guess,signal_name,signal_addr,signal_period,signal_score,human_match_status,human_reviewer,human_reviewed_at,reject_reason
A10025360,동탄파크한양수자인,경기도 화성동탄구 영천동 651-554 동탄파크한양수자인,경기도 화성시 동탄대로24가길 30,2019-07-26,20190726,806,10,DEV-DONGTAN2,False,True,True,2,confirmed,parkd,2026-09-02,
A10024843,중흥S-클래스 더 테라스 리버파크 2차,경기도 화성동탄구 여울동 993 중흥S-클래스 더 테라스 리버파크 2차,경기도 화성시 동탄기흥로353번길 96,2019-07-29,20190729,104,10,DEV-DONGTAN2,False,True,True,2,confirmed,parkd,2026-09-02,
A10025361,중흥S-클래스 더 테라스 리버파크1,경기도 화성동탄구 여울동 849-5 중흥S-클래스 더 테라스 리버파크1,경기도 화성시 동탄기흥로353번길 76,2019-07-29,20190729,158,11,DEV-DONGTAN2,False,True,True,2,confirmed,parkd,2026-09-02,
A10023370,중흥s클래스 더테라스 리버파크3차(7블럭),경기도 화성동탄구 여울동 1012 중흥s클래스 더테라스 리버파크3차(7블럭),경기도 화성시 동탄기흥로277번길 59,2019-07-29,20190729,104,10,DEV-DONGTAN2,False,True,True,2,confirmed,parkd,2026-09-02,
A10025384,송산 세영리첼 에듀파크아파트,경기도 화성만세구 새솔동 26 송산 세영리첼 에듀파크아파트,경기도 화성시 수노을중앙로 257,2019-07-30,20190730,533,9,DEV-DONGTAN2,False,False,True,1,rejected,parkd,2026-09-02,"법정동 ""새솔동""은 화성 동탄2 지구 밖 (원도심/타지구)"
A10025312,동탄호수공원아이파크 아파트,경기도 화성동탄구 장지동 968 동탄호수공원아이파크 아파트,경기도 화성시 동탄순환대로8길 14,2019-07-30,20190730,774,6,DEV-DONGTAN2,False,True,True,2,confirmed,parkd,2026-09-02,
A10025272,송산화성대방노블랜드리버스위트아파트,경기도 화성만세구 새솔동 11 송산화성대방노블랜드리버스위트아파트,경기도 화성시 수노을1로 107,2019-08-12,20190812,426,6,DEV-DONGTAN2,False,False,True,1,rejected,parkd,2026-09-02,"법정동 ""새솔동""은 화성 동탄2 지구 밖 (원도심/타지구)"
A10025305,송산대방노블랜드더센트럴,경기도 화성만세구 새솔동 13 송산대방노블랜드더센트럴,경기도 화성시 수노을1로 108,2019-08-16,20190816,872,9,DEV-DONGTAN2,False,False,True,1,rejected,parkd,2026-09-02,"법정동 ""새솔동""은 화성 동탄2 지구 밖 (원도심/타지구)"
A10025324,화성발안 LH1단지,경기도 화성만세구 향남읍 구문천리 925-2 화성발안 LH1단지,경기도 화성시 발안공단로 92-12,2019-08-28,20190828,608,2,DEV-DONGTAN2,False,False,True,1,rejected,parkd,2026-09-02,"법정동 ""향남읍""은 화성 동탄2 지구 밖 (원도심/타지구)"
A10025217,남양뉴타운 LH10단지,경기도 화성만세구 남양읍 남양리 2218 남양뉴타운 LH10단지,경기도 화성시 남양로786번길 15,2019-09-06,20190906,1022,6,DEV-DONGTAN2,False,False,True,1,rejected,parkd,2026-09-02,"법정동 ""남양읍""은 화성 동탄2 지구 밖 (원도심/타지구)"
A10025270,e편한세상 신봉담,경기도 화성효행구 봉담읍 상리 668 e편한세상 신봉담,경기도 화성시 상리1길 127,2019-09-09,20190909,898,7,DEV-DONGTAN2,False,False,True,1,rejected,parkd,2026-09-02,"법정동 ""봉담읍""은 화성 동탄2 지구 밖 (원도심/타지구)"
A10025264,송산그린시티 금강펜테리움센트럴파크,"경기도 화성만세구 새솔동 19,경기도 화성만세구 새솔동  송산그린시티 금강펜테리움센트럴파크",경기도 화성시 수노을1로 192,2019-09-30,20190930,692,9,DEV-DONGTAN2,False,False,True,1,rejected,parkd,2026-09-02,"법정동 ""새솔동""은 화성 동탄2 지구 밖 (원도심/타지구)"
A10025276,동탄중흥에스클래스파크더테라스,경기도 화성동탄구 영천동 6-2 동탄중흥에스클래스파크더테라스,경기도 화성시 동탄대로24길 74,2019-09-30,20190930,162,10,DEV-DONGTAN2,False,True,True,2,confirmed,parkd,2026-09-02,
A10025183,동탄2 풍림아이원아파트,"경기도 화성동탄구 장지동 120-19,경기도 화성동탄구 장지동 928 동탄2 풍림아이원아파트",경기도 화성시 동탄대로1길 20,2019-11-14,20191114,448,5,DEV-DONGTAN2,False,True,True,2,confirmed,parkd,2026-09-02,
A10025093,동탄린스트라우스더레이크,경기도 화성동탄구 송동 694 동탄린스트라우스더레이크,경기도 화성시 동탄대로 181,2019-12-19,20191219,956,6,DEV-DONGTAN2,False,True,True,2,confirmed,parkd,2026-09-02,
A10025020,동탄레이크자연앤푸르지오아파트,경기도 화성동탄구 장지동 922 동탄레이크자연앤푸르지오아파트,경기도 화성시 동탄대로3길 33,2020-02-21,20200221,704,8,DEV-DONGTAN2,False,True,True,2,confirmed,parkd,2026-09-02,
A10025005,동탄역 동원로얄듀크비스타3차,경기도 화성동탄구 여울동 984 동탄역 동원로얄듀크비스타3차,경기도 화성시 동부대로 1062,2020-02-26,20200226,278,3,DEV-DONGTAN2,False,True,True,2,confirmed,parkd,2026-09-02,
A10024899,서봉마을 센텀벨라 19단지,경기도 화성만세구 향남읍 하길리 1523 서봉마을 센텀벨라 19단지,경기도 화성시 벌말길 16,2020-04-13,20200413,357,5,DEV-DONGTAN2,False,False,True,1,rejected,parkd,2026-09-02,"법정동 ""향남읍""은 화성 동탄2 지구 밖 (원도심/타지구)"
A10024856,남양뉴타운 LH6단지 행복주택,경기도 화성만세구 남양읍 남양리 2192 남양뉴타운 LH6단지 행복주택,경기도 화성시 남양로862번길 16,2020-05-06,20200506,410,2,DEV-DONGTAN2,False,False,True,1,rejected,parkd,2026-09-02,"법정동 ""남양읍""은 화성 동탄2 지구 밖 (원도심/타지구)"
A10024841,동탄2LH행복주택35단지,경기도 화성동탄구 산척동 747 동탄2LH행복주택35단지,경기도 화성시 동탄순환대로10길 42,2020-06-19,20200619,900,5,DEV-DONGTAN2,False,True,True,2,confirmed,parkd,2026-09-02,
A10024717,송산모아미래도,경기도 화성만세구 새솔동  송산모아미래도,경기도 화성시 수노을중앙로 293,2020-06-30,20200630,585,8,DEV-DONGTAN2,False,False,True,1,rejected,parkd,2026-09-02,"법정동 ""새솔동""은 화성 동탄2 지구 밖 (원도심/타지구)"
A10024759,동탄2A63블럭 센트럴써밋,경기도 화성동탄구 산척동 155-13 동탄2A63블럭 센트럴써밋,경기도 화성시 동탄신리천로 786,2020-07-08,20200708,740,7,DEV-DONGTAN2,False,True,True,2,confirmed,parkd,2026-09-02,
A10024732,동탄2 하우스디 NHF아파트,경기도 화성동탄구 산척동 743 동탄2 하우스디 NHF아파트,경기도 화성시 동탄순환대로12길 67,2020-08-06,20200806,872,13,DEV-DONGTAN2,False,True,True,2,confirmed,parkd,2026-09-02,
A10024706,동탄2 LH2단지 A4-1블럭 행복주택,경기도 화성동탄구 영천동 17-78 동탄2 LH2단지 A4-1블럭 행복주택,경기도 화성시 동탄영천로 108-21,2020-08-13,20200813,1640,14,DEV-DONGTAN2,False,True,True,2,confirmed,parkd,2026-09-02,
A10024674,화성남양뉴타운루나포레아파트,경기도 화성만세구 남양읍 남양리 2221 화성남양뉴타운루나포레아파트,경기도 화성시 역골동로 152,2020-08-31,20200831,486,9,DEV-DONGTAN2,False,False,True,1,rejected,parkd,2026-09-02,"법정동 ""남양읍""은 화성 동탄2 지구 밖 (원도심/타지구)"
A10024663,화성봉담2그랑드비체,경기도 화성효행구 봉담읍 수영리 685 화성봉담2그랑드비체,경기도 화성시 상리3길 87,2020-09-04,20200904,1456,11,DEV-DONGTAN2,False,False,True,1,rejected,parkd,2026-09-02,"법정동 ""봉담읍""은 화성 동탄2 지구 밖 (원도심/타지구)"
A10024525,한화포레나동탄호수,경기도 화성동탄구 장지동 921 한화포레나동탄호수,경기도 화성시 동탄순환대로4길 11,2020-09-28,20200928,800,8,DEV-DONGTAN2,False,True,True,2,confirmed,parkd,2026-09-02,
A10024592,동탄2LH35단지,경기도 화성동탄구 산척동 748 동탄2LH35단지,경기도 화성시 동탄순환대로10길 30-23,2020-10-16,20201016,1768,7,DEV-DONGTAN2,False,True,True,2,confirmed,parkd,2026-09-02,
A10024496,동탄호수공원 경기행복주택,경기도 화성동탄구 산척동 750 동탄호수공원 경기행복주택,경기도 화성시 동탄순환대로10길 20,2020-10-16,20201016,995,6,DEV-DONGTAN2,False,True,True,2,confirmed,parkd,2026-09-02,
A10024530,동원로얄듀크포레4차,경기도 화성동탄구 영천동 79-5 동원로얄듀크포레4차,경기도 화성시 동탄첨단산업2로 88,2020-10-21,20201021,196,2,DEV-DONGTAN2,False,True,True,2,confirmed,parkd,2026-09-02,
A10024467,힐스테이트동탄역,경기도 화성동탄구 영천동 833 힐스테이트동탄역,경기도 화성시 동탄기흥로 585,2020-12-23,20201223,443,3,DEV-DONGTAN2,False,True,True,2,confirmed,parkd,2026-09-02,
A10024368,동탄역 대방디엠시티 더 센텀 아파트,경기도 화성동탄구 영천동 3-3 동탄역 대방디엠시티 더 센텀 아파트,경기도 화성시 동탄대로 636-14,2021-01-28,20210128,463,3,DEV-DONGTAN2,False,True,True,2,confirmed,parkd,2026-09-02,
A10024348,봉담코아루카보드줌시티,경기도 화성효행구 봉담읍 상리 25-52 봉담코아루카보드줌시티,경기도 화성시 샘마을길 4-16,2021-02-19,20210219,288,1,DEV-DONGTAN2,False,False,True,1,rejected,parkd,2026-09-02,"법정동 ""봉담읍""은 화성 동탄2 지구 밖 (원도심/타지구)"
A10024290,동탄역파라곤 아파트,경기도 화성동탄구 여울동 985 동탄역파라곤 아파트,경기도 화성시 동탄기흥로 393-20,2021-02-25,20210225,424,3,DEV-DONGTAN2,False,True,True,2,confirmed,parkd,2026-09-02,
A10024349,병점역아이파크캐슬,경기도 화성병점구 병점동 881 병점역아이파크캐슬,경기도 화성시 병점노을로 31,2021-03-30,20210330,2666,27,DEV-DONGTAN2,False,False,True,1,rejected,parkd,2026-09-02,"법정동 ""병점동""은 화성 동탄2 지구 밖 (원도심/타지구)"
A10024281,힐스테이트봉담,경기도 화성효행구 봉담읍 수영리 689 힐스테이트봉담,경기도 화성시 상리3길 90,2021-05-28,20210528,1004,11,DEV-DONGTAN2,False,False,True,1,rejected,parkd,2026-09-02,"법정동 ""봉담읍""은 화성 동탄2 지구 밖 (원도심/타지구)"
A10024218,동탄역 롯데캐슬 아파트,경기도 화성동탄구 여울동  동탄역 롯데캐슬 아파트,경기도 화성시 동탄역로 150,2021-06-29,20210629,940,4,DEV-DONGTAN2,False,True,True,2,confirmed,parkd,2026-09-02,
A10024147,송산그린시티 대방노블랜드5차 리버파크,경기도 화성만세구 새솔동 6 송산그린시티 대방노블랜드5차 리버파크,경기도 화성시 수노을1로 81,2021-07-26,20210726,608,8,DEV-DONGTAN2,False,False,True,1,rejected,parkd,2026-09-02,"법정동 ""새솔동""은 화성 동탄2 지구 밖 (원도심/타지구)"
A10024167,송산그린시티대방노블랜드6차,경기도 화성만세구 새솔동 5 송산그린시티대방노블랜드6차,경기도 화성시 수노을1로 82,2021-07-26,20210726,390,5,DEV-DONGTAN2,False,False,True,1,rejected,parkd,2026-09-02,"법정동 ""새솔동""은 화성 동탄2 지구 밖 (원도심/타지구)"
A10024177,동탄호수우남더테라스,경기도 화성동탄구 장지동 964 동탄호수우남더테라스,경기도 화성시 동탄대로4길 18,2021-07-29,20210729,238,9,DEV-DONGTAN2,False,True,True,2,confirmed,parkd,2026-09-02,
A10024111,동탄호수공원리슈빌아파트,경기도 화성동탄구 장지동 924 동탄호수공원리슈빌아파트,경기도 화성시 동탄대로3길 34,2021-09-29,20210929,762,10,DEV-DONGTAN2,False,True,True,2,confirmed,parkd,2026-09-02,
A10024021,화성비봉 LH1단지,경기도 화성효행구 비봉면 구포리 867-2 화성비봉 LH1단지,경기도 화성시 새비봉동로 37,2021-10-15,20211015,652,3,DEV-DONGTAN2,False,False,True,1,rejected,parkd,2026-09-02,"법정동 ""비봉면, 구포리"" 미매칭 - 원도심/타지구"
A10024069,화성비봉LH2단지,경기도 화성효행구 비봉면 구포리 874-2 화성비봉LH2단지,경기도 화성시 새비봉동로 17,2021-10-15,20211015,440,3,DEV-DONGTAN2,False,False,True,1,rejected,parkd,2026-09-02,"법정동 ""비봉면, 구포리"" 미매칭 - 원도심/타지구"
A10024091,동탄호수하우스디아파트,경기도 화성동탄구 장지동 917 동탄호수하우스디아파트,경기도 화성시 동탄대로1길 66,2021-10-21,20211021,516,7,DEV-DONGTAN2,False,True,True,2,confirmed,parkd,2026-09-02,
A10024106,동탄역 예미지 시그너스 아파트,경기도 화성동탄구 여울동  동탄역 예미지 시그너스 아파트,경기도 화성시 동탄역로 196,2021-10-21,20211021,498,3,DEV-DONGTAN2,False,True,True,2,confirmed,parkd,2026-09-02,
A10024076,동탄역유림노르웨이숲아파트,경기도 화성동탄구 여울동 978 동탄역유림노르웨이숲아파트,경기도 화성시 동탄감배산로 143,2021-10-26,20211026,312,2,DEV-DONGTAN2,False,True,True,2,confirmed,parkd,2026-09-02,
A10024039,동탄2 LH2단지 A4-2BL,경기도 화성동탄구 영천동  동탄2 LH2단지 A4-2BL,경기도 화성시 동탄영천로 108-10,2021-11-18,20211118,1390,13,DEV-DONGTAN2,False,True,True,2,confirmed,parkd,2026-09-02,
A10023915,화성상리 LH1단지,경기도 화성효행구 봉담읍 상리 616 화성상리 LH1단지,경기도 화성시 삼천병마로 1256-13,2022-02-14,20220214,450,3,DEV-DONGTAN2,False,False,True,1,rejected,parkd,2026-09-02,"법정동 ""봉담읍""은 화성 동탄2 지구 밖 (원도심/타지구)"
A10023853,화성병점행복주택,경기도 화성병점구 병점동 901 화성병점행복주택,경기도 화성시 병점노을1로 14,2022-04-08,20220408,862,4,DEV-DONGTAN2,False,False,True,1,rejected,parkd,2026-09-02,"법정동 ""병점동""은 화성 동탄2 지구 밖 (원도심/타지구)"
A10023767,화성태안LH1단지 주거행복지원센터,경기도 화성병점구 안녕동 248 화성태안LH1단지 주거행복지원센터,경기도 화성시 장조4로 14,2022-04-08,20220408,790,13,DEV-DONGTAN2,False,False,True,1,rejected,parkd,2026-09-02,"법정동 ""안녕동""은 화성 동탄2 지구 밖 (원도심/타지구)"
A10023793,화성태안LH2단지아파트,경기도 화성병점구 안녕동 247 화성태안LH2단지아파트,경기도 화성시 장조4로 34,2022-04-08,20220408,640,7,DEV-DONGTAN2,False,False,True,1,rejected,parkd,2026-09-02,"법정동 ""안녕동""은 화성 동탄2 지구 밖 (원도심/타지구)"
A10023831,화성우방아이유쉘메가시티1단지,경기도 화성효행구 기안동 935 화성우방아이유쉘메가시티1단지,경기도 화성시 기배로30번길 7-30,2022-05-02,20220502,420,5,DEV-DONGTAN2,False,False,True,1,rejected,parkd,2026-09-02,"법정동 ""기안동""은 화성 동탄2 지구 밖 (원도심/타지구)"
A10023807,화성우방아이유쉘메가시티2단지,경기도 화성효행구 기안동 373-4 화성우방아이유쉘메가시티2단지,경기도 화성시 기배로 29,2022-05-02,20220502,737,9,DEV-DONGTAN2,False,False,True,1,rejected,parkd,2026-09-02,"법정동 ""기안동""은 화성 동탄2 지구 밖 (원도심/타지구)"
A10023747,화성봉담 중흥 S-클래스 더퍼스트 아파트,경기도 화성효행구 봉담읍 상리 696 화성봉담 중흥 S-클래스 더퍼스트 아파트,경기도 화성시 상리1길 21,2022-05-24,20220524,784,10,DEV-DONGTAN2,False,False,True,1,rejected,parkd,2026-09-02,"법정동 ""봉담읍""은 화성 동탄2 지구 밖 (원도심/타지구)"
A10023712,남양뉴타운 LH19단지 행복주택,경기도 화성만세구 남양읍 남양리 2207 남양뉴타운 LH19단지 행복주택,경기도 화성시 남양중앙로 420,2022-06-07,20220607,892,5,DEV-DONGTAN2,False,False,True,1,rejected,parkd,2026-09-02,"법정동 ""남양읍""은 화성 동탄2 지구 밖 (원도심/타지구)"
A10023757,동탄2 LH40단지,경기도 화성동탄구 신동 818 동탄2 LH40단지,경기도 화성시 동탄신리천로8길 15,2022-06-15,20220615,850,6,DEV-DONGTAN2,False,True,True,2,confirmed,parkd,2026-09-02,
A10023650,동탄2 디에트르 포레,경기도 화성동탄구 신동 185-1 동탄2 디에트르 포레,경기도 화성시 동탄신리천로2길 65,2022-09-01,20220901,1171,13,DEV-DONGTAN2,False,True,True,2,confirmed,parkd,2026-09-02,
A10023577,남양뉴타운lh20단지,경기도 화성만세구 남양읍 남양리 2201 남양뉴타운lh20단지,경기도 화성시 남양중앙로 419,2022-10-12,20221012,1778,10,DEV-DONGTAN2,False,False,True,1,rejected,parkd,2026-09-02,"법정동 ""남양읍""은 화성 동탄2 지구 밖 (원도심/타지구)"
A10023589,엘크루루엘리안아파트,경기도 화성효행구 봉담읍 상리 679 엘크루루엘리안아파트,경기도 화성시 상리2길 121,2022-10-12,20221012,456,5,DEV-DONGTAN2,False,False,True,1,rejected,parkd,2026-09-02,"법정동 ""봉담읍""은 화성 동탄2 지구 밖 (원도심/타지구)"
A10023573,동탄역삼정그린코아더베스트,경기도 화성동탄구 여울동 975 동탄역삼정그린코아더베스트,경기도 화성시 동탄광역환승로 62,2022-10-14,20221014,183,1,DEV-DONGTAN2,False,True,True,2,confirmed,parkd,2026-09-02,
A10023540,e편한세상남양뉴타운,경기도 화성만세구 남양읍 남양리 2195 e편한세상남양뉴타운,경기도 화성시 남양로862번길 42,2022-11-10,20221110,606,8,DEV-DONGTAN2,False,False,True,1,rejected,parkd,2026-09-02,"법정동 ""남양읍""은 화성 동탄2 지구 밖 (원도심/타지구)"
A10023506,나노시티역롯데캐슬아파트,경기도 화성병점구 반월동 973 나노시티역롯데캐슬아파트,경기도 화성시 효행로 1337-26,2022-11-29,20221129,999,12,DEV-DONGTAN2,False,False,True,1,rejected,parkd,2026-09-02,"법정동 ""반월동""은 화성 동탄2 지구 밖 (원도심/타지구)"
A10023459,호반써밋 동탄 아파트,경기도 화성동탄구 신동  호반써밋 동탄 아파트,경기도 화성시 동탄신리천로4길 48,2022-12-27,20221227,744,9,DEV-DONGTAN2,False,True,True,2,confirmed,parkd,2026-09-02,
A10023435,반정아이파크캐슬4단지,경기도 화성병점구 반정동 623 반정아이파크캐슬4단지,경기도 화성시 동탄지성로469번길 59,2022-12-29,20221229,986,14,DEV-DONGTAN2,False,False,True,1,rejected,parkd,2026-09-02,"법정동 ""반정동""은 화성 동탄2 지구 밖 (원도심/타지구)"
A10023451,반정아이파크캐슬5단지,경기도 화성병점구 반정동 637 반정아이파크캐슬5단지,경기도 화성시 동탄지성로469번길 60,2022-12-29,20221229,1378,20,DEV-DONGTAN2,False,False,True,1,rejected,parkd,2026-09-02,"법정동 ""반정동""은 화성 동탄2 지구 밖 (원도심/타지구)"
A10023331,화성남양시티프라디움4차,경기도 화성만세구 남양읍 남양리 2191 화성남양시티프라디움4차,경기도 화성시 남양로862번길 13,2023-02-10,20230210,556,7,DEV-DONGTAN2,False,False,True,1,rejected,parkd,2026-09-02,"법정동 ""남양읍""은 화성 동탄2 지구 밖 (원도심/타지구)"
A10023345,동탄역헤리엇아파트,경기도 화성동탄구 여울동 1023 동탄역헤리엇아파트,경기도 화성시 동탄역로 54,2023-02-14,20230214,428,9,DEV-DONGTAN2,False,True,True,2,confirmed,parkd,2026-09-02,
A10023329,신동탄포레자이아파트,경기도 화성병점구 반월동 974 신동탄포레자이아파트,경기도 화성시 영통로60번길 31,2023-02-23,20230223,1297,12,DEV-DONGTAN2,False,True,True,2,rejected,parkd,2026-09-02,"법정동 ""반월동""은 화성 동탄2 지구 밖 (원도심/타지구)"
A10023311,화성우미린센트포레1단지,경기도 화성병점구 안녕동  화성우미린센트포레1단지,경기도 화성시 장조4로 13,2023-03-03,20230303,650,12,DEV-DONGTAN2,False,False,True,1,rejected,parkd,2026-09-02,"법정동 ""안녕동""은 화성 동탄2 지구 밖 (원도심/타지구)"
A10023273,화성동탄2LH행복주택38단지,"경기도 화성동탄구 신동 747,경기도 화성동탄구 신동  화성동탄2LH행복주택38단지",경기도 화성시 동탄신리천로5길 90,2023-04-10,20230410,700,6,DEV-DONGTAN2,False,True,True,2,confirmed,parkd,2026-09-02,
A10023250,화성우미린센트포레2단지,경기도 화성병점구 안녕동 164-133 화성우미린센트포레2단지,경기도 화성시 장조4로 33,2023-04-20,20230420,650,11,DEV-DONGTAN2,False,False,True,1,rejected,parkd,2026-09-02,"법정동 ""안녕동""은 화성 동탄2 지구 밖 (원도심/타지구)"
A10023261,화성남양뉴타운 리젠시빌란트,경기도 화성만세구 남양읍 남양리 2310 화성남양뉴타운 리젠시빌란트,경기도 화성시 시청로102번길 52,2023-04-26,20230426,380,7,DEV-DONGTAN2,False,False,True,1,rejected,parkd,2026-09-02,"법정동 ""남양읍""은 화성 동탄2 지구 밖 (원도심/타지구)"
A10023110,화성향남언덕마을LH15단지,경기도 화성만세구 향남읍 상신리 1258 화성향남언덕마을LH15단지,경기도 화성시 향남로39번길 22,2023-05-26,20230526,922,8,DEV-DONGTAN2,False,False,True,1,rejected,parkd,2026-09-02,"법정동 ""향남읍""은 화성 동탄2 지구 밖 (원도심/타지구)"
A10023203,에듀시티파라곤,경기도 화성효행구 봉담읍 동화리 227 에듀시티파라곤,경기도 화성시 동화서북안길 10,2023-05-30,20230530,600,8,DEV-DONGTAN2,False,False,True,1,rejected,parkd,2026-09-02,"법정동 ""봉담읍""은 화성 동탄2 지구 밖 (원도심/타지구)"
A10023029,서동탄역양우내안애,경기도 화성병점구 능동 1287 서동탄역양우내안애,경기도 화성시 서동탄로 71,2023-06-16,20230616,447,6,DEV-DONGTAN2,False,False,True,1,rejected,parkd,2026-09-02,"법정동 ""능동""은 화성 동탄2 지구 밖 (원도심/타지구)"
A10023061,봉담 중흥S-클래스 에듀파크,경기도 화성효행구 봉담읍 상리 678 봉담 중흥S-클래스 에듀파크,경기도 화성시 수영로 161,2023-07-28,20230728,1050,13,DEV-DONGTAN2,False,False,True,1,rejected,parkd,2026-09-02,"법정동 ""봉담읍""은 화성 동탄2 지구 밖 (원도심/타지구)"
A10023053,봉담중흥S클래스더센트럴,경기도 화성효행구 봉담읍 수영리 690 봉담중흥S클래스더센트럴,경기도 화성시 상리3길 160,2023-07-28,20230728,824,10,DEV-DONGTAN2,False,False,True,1,rejected,parkd,2026-09-02,"법정동 ""봉담읍""은 화성 동탄2 지구 밖 (원도심/타지구)"
A10022628,화성동탄로렌하우스,경기도 화성동탄구 신동 358-3 화성동탄로렌하우스,경기도 화성시 동탄신리천로6길 23,2023-07-28,20230728,332,34,DEV-DONGTAN2,False,True,True,2,confirmed,parkd,2026-09-02,
A10022969,화성비봉 A-4BL,경기도 화성효행구 비봉면 삼화리  화성비봉 A-4BL,경기도 화성시 새비봉남로 40,2023-10-20,20231020,727,10,DEV-DONGTAN2,False,False,True,1,rejected,parkd,2026-09-02,"법정동 ""비봉면, 삼화리"" 미매칭 - 원도심/타지구"
A10022944,화성비봉LH5단지아파트,경기도 화성효행구 비봉면 삼화리  화성비봉LH5단지아파트,경기도 화성시 새비봉서로 96,2023-10-20,20231020,894,6,DEV-DONGTAN2,False,False,True,1,rejected,parkd,2026-09-02,"법정동 ""비봉면, 삼화리"" 미매칭 - 원도심/타지구"
A10022951,봉담자이 라피네,경기도 화성효행구 봉담읍 동화리  봉담자이 라피네,경기도 화성시 동화서북안길 50,2023-10-24,20231024,750,8,DEV-DONGTAN2,False,False,True,1,rejected,parkd,2026-09-02,"법정동 ""봉담읍""은 화성 동탄2 지구 밖 (원도심/타지구)"
A10022871,화성시청역서희스타힐스4차 숲속마을,경기도 화성만세구 남양읍 신남리 96-8 화성시청역서희스타힐스4차 숲속마을,경기도 화성시 고향의봄길 36,2023-11-03,20231103,1846,20,DEV-DONGTAN2,False,False,True,1,rejected,parkd,2026-09-02,"법정동 ""남양읍""은 화성 동탄2 지구 밖 (원도심/타지구)"
A10022882,동탄(2) 38단지 행복주택,경기도 화성동탄구 신동 111-1 동탄(2) 38단지 행복주택,경기도 화성시 동탄신리천로5가길 35,2023-11-20,20231120,1350,13,DEV-DONGTAN2,False,True,True,2,confirmed,parkd,2026-09-02,
A10022810,중흥S클래스에듀포레,경기도 화성효행구 봉담읍 상리 666 중흥S클래스에듀포레,경기도 화성시 상리1길 167,2023-12-08,20231208,707,9,DEV-DONGTAN2,False,False,True,1,rejected,parkd,2026-09-02,"법정동 ""봉담읍""은 화성 동탄2 지구 밖 (원도심/타지구)"
A10022799,중흥에스클래스에듀시티,경기도 화성효행구 봉담읍 상리 667 중흥에스클래스에듀시티,경기도 화성시 상리1길 143,2023-12-08,20231208,808,8,DEV-DONGTAN2,False,False,True,1,rejected,parkd,2026-09-02,"법정동 ""봉담읍""은 화성 동탄2 지구 밖 (원도심/타지구)"
A10023609,화성시청역 센트럴파크 스타힐스2단지,경기도 화성만세구 남양읍 신남리 67-15 화성시청역 센트럴파크 스타힐스2단지,경기도 화성시 화성시청역로 7,2023-12-29,20231229,1005,11,DEV-DONGTAN2,False,False,True,1,rejected,parkd,2026-09-02,"법정동 ""남양읍""은 화성 동탄2 지구 밖 (원도심/타지구)"
A10023615,화성시청역 센트럴파크 스타힐스3단지,경기도 화성만세구 남양읍 신남리 1560-3 화성시청역 센트럴파크 스타힐스3단지,경기도 화성시 화성시청역로 14,2023-12-29,20231229,847,8,DEV-DONGTAN2,False,False,True,1,rejected,parkd,2026-09-02,"법정동 ""남양읍""은 화성 동탄2 지구 밖 (원도심/타지구)"
A10023614,화성시청역센트럴파크스타힐스1단지,경기도 화성만세구 남양읍 신남리 40-8 화성시청역센트럴파크스타힐스1단지,경기도 화성시 화성시청역로 1,2023-12-29,20231229,1131,10,DEV-DONGTAN2,False,False,True,1,rejected,parkd,2026-09-02,"법정동 ""남양읍""은 화성 동탄2 지구 밖 (원도심/타지구)"
A10022689,향남역한양수자인디에스티지,경기도 화성만세구 향남읍 상신리 619-57 향남역한양수자인디에스티지,경기도 화성시 향남로39번길 19,2024-01-31,20240131,945,11,DEV-DONGTAN2,False,False,True,1,rejected,parkd,2026-09-02,"법정동 ""향남읍""은 화성 동탄2 지구 밖 (원도심/타지구)"
A10022748,화성송산동원로얄듀크포레,경기도 화성병점구 송산동 261 화성송산동원로얄듀크포레,경기도 화성시 화산로 9,2024-02-28,20240228,233,6,DEV-DONGTAN2,False,False,True,1,rejected,parkd,2026-09-02,"법정동 ""송산동""은 화성 동탄2 지구 밖 (원도심/타지구)"
A10022646,e편한세상 동탄호수,경기도 화성동탄구 장지동 970 e편한세상 동탄호수,경기도 화성시 동탄순환대로8길 27,2024-04-12,20240412,1227,18,DEV-DONGTAN2,False,True,True,2,confirmed,parkd,2026-09-02,
A10022595,힐스테이트동탄포레아파트,경기도 화성동탄구 신동  힐스테이트동탄포레아파트,경기도 화성시 동탄신리천로4길 47,2024-04-29,20240429,585,8,DEV-DONGTAN2,False,True,True,2,confirmed,parkd,2026-09-02,
A10022611,제일풍경채 퍼스티어,경기도 화성동탄구 신동 157 제일풍경채 퍼스티어,경기도 화성시 동탄신리천로 618,2024-04-30,20240430,308,4,DEV-DONGTAN2,False,True,True,2,confirmed,parkd,2026-09-02,
A41506012,김포전원마을월드1단지,경기도 김포시 운양동 1436 김포전원마을월드1단지,경기도 김포시 전원로 24,1999-04-27,19990427,1206,17,DEV-GIMPO-HANGANG,False,True,False,1,rejected,parkd,2026-09-02,승인일 1999-04-27 < window 2010-06-01
A41506009,김포전원마을월드2단지,경기도 김포시 운양동 1435 김포전원마을월드2단지,경기도 김포시 전원로 44,2000-04-07,20000407,442,6,DEV-GIMPO-HANGANG,False,True,False,1,rejected,parkd,2026-09-02,승인일 2000-04-07 < window 2010-06-01
