cluster_id,citycode,nodeid,nodenm,nodeno,api_lat,api_lon,list_lat,list_lon,coord_delta_m,recomputed_dist_m,api_radius_claim_m,reference_missing,direction_label,has_trunk_route,smoke_test_at,smoke_result,raw_snapshot_path,review_status,verified_by,verified_at,reject_reason,raw_citycode_response_path
A10025276,31240,GGB233002178,다원초.파크자이,55775,37.2123667,127.1118333,37.2123667,127.1118333,0.0,396.8666324478045,500,False,,,,,,ai_draft,,,,evidence/citycode/getCtyCodeList_raw.json
A10025306,31130,GGB222000835,다산역4번출구.경기행복주택,23035,37.6253,127.1487667,37.6253,127.1487667,0.0,70.78699259082624,500,False,,,,,,ai_draft,,,,evidence/citycode/getCtyCodeList_raw.json
A10025306,31130,GGB222000856,다산역4번출구.경기행복주택,23036,37.6250833,127.1488667,37.6250833,127.1488667,0.0,96.42958261555194,500,False,,,,,,ai_draft,,,,evidence/citycode/getCtyCodeList_raw.json
A10025306,31130,GGB222001475,다산진건데시앙.경기행복주택,49392,37.6263667,127.1473333,37.6263667,127.1473333,0.0,116.28161894423891,500,False,,,,,,ai_draft,,,,evidence/citycode/getCtyCodeList_raw.json
A10025306,31130,GGB222000872,다산역5번출구.다산진건데시앙,49922,37.6266667,127.1497167,37.6266667,127.1497167,0.0,135.2938601880191,500,False,,,,,,ai_draft,,,,evidence/citycode/getCtyCodeList_raw.json
A10025306,31130,GGB222000818,다산하늘초.한양수자인1차후문,49203,37.6266667,127.1471667,37.6266667,127.1471667,0.0,146.0604649470294,500,False,,,,,,ai_draft,,,,evidence/citycode/getCtyCodeList_raw.json
A10025306,31130,GGB222000873,다산역5번출구.다산자이아이비플레이스,49923,37.6268,127.1499167,37.6268,127.1499167,0.0,158.30862950146977,500,False,,,,,,ai_draft,,,,evidence/citycode/getCtyCodeList_raw.json
A10025312,31240,GGB233001754,아이파크.센트럴시티,55505,37.1655167,127.1093167,37.1655167,127.1093167,0.0,113.8189191367472,500,False,,,,,,ai_draft,,,,evidence/citycode/getCtyCodeList_raw.json
A10025312,31240,GGB233001753,센트럴시티.아이파크,55504,37.1658833,127.1091167,37.1658833,127.1091167,0.0,145.66887478711334,500,False,,,,,,ai_draft,,,,evidence/citycode/getCtyCodeList_raw.json
A10025312,31240,GGB233003127,금호어울림.계룡리슈빌,55523,37.1639,127.10695,37.1639,127.10695,0.0,175.15244993476983,500,False,,,,,,ai_draft,,,,evidence/citycode/getCtyCodeList_raw.json
A10025312,31240,GGB277103991,호수공원아이파크(미정차),0,37.1655333,127.1069,37.1655333,127.1069,0.0,190.3820953535265,500,False,,,,,,ai_draft,,,,evidence/citycode/getCtyCodeList_raw.json
A10025312,31240,GGB233003137,계룡리슈빌.금호어울림,55533,37.16465,127.10645,37.16465,127.10645,0.0,200.49680319894503,500,False,,,,,,ai_draft,,,,evidence/citycode/getCtyCodeList_raw.json
A10025312,31240,GGB233002445,금호어울림레이크.우남더테라스,55661,37.1621833,127.1076667,37.1621833,127.1076667,0.0,285.67076412791107,500,False,,,,,,ai_draft,,,,evidence/citycode/getCtyCodeList_raw.json
A10025316,31230,GGB232000734,하늘빛마을,35655,37.6518667,126.69005,37.6518667,126.69005,0.0,387.3416595732848,500,False,,,,,,ai_draft,,,,evidence/citycode/getCtyCodeList_raw.json
A10025316,31230,GGB232000727,운양역,35650,37.6536833,126.6851333,37.6536833,126.6851333,0.0,412.6988668754851,500,False,,,,,,ai_draft,,,,evidence/citycode/getCtyCodeList_raw.json
A10025316,31230,GGB232000731,하늘빛마을,35653,37.6519667,126.6903167,37.6519667,126.6903167,0.0,413.21050338023406,500,False,,,,,,ai_draft,,,,evidence/citycode/getCtyCodeList_raw.json
A10025316,31230,GGB232000010,운양역2번출구,35088,37.65395,126.6847833,37.65395,126.6847833,0.0,449.5193497802177,500,False,,,,,,ai_draft,,,,evidence/citycode/getCtyCodeList_raw.json
A10025316,31230,GGB232000726,운양역,35649,37.6538167,126.6826667,37.6538167,126.6826667,0.0,522.5642800710691,500,False,,,,,,ai_draft,,,,evidence/citycode/getCtyCodeList_raw.json
A10025316,31230,GGB232000744,전원마을1단지.김포한강롯데캐슬,35578,37.6454667,126.6836167,37.6454667,126.6836167,0.0,563.979324074178,500,False,,,,,,ai_draft,,,,evidence/citycode/getCtyCodeList_raw.json
A10025331,31130,GGB222001013,자연앤e편한세상3차,49095,37.6197,127.1548167,37.6197,127.1548167,0.0,123.26215088113136,500,False,,,,,,ai_draft,,,,evidence/citycode/getCtyCodeList_raw.json
A10025331,31130,GGB222000917,자연앤e편한세상3차정문,49782,37.62045,127.15715,37.62045,127.15715,0.0,130.20790428904098,500,False,,,,,,ai_draft,,,,evidence/citycode/getCtyCodeList_raw.json
A10025331,31130,GGB222000831,자연앤e편한세상3차,49041,37.6189833,127.1548333,37.6189833,127.1548333,0.0,136.1632130843765,500,False,,,,,,ai_draft,,,,evidence/citycode/getCtyCodeList_raw.json
A10025331,31130,GGB222000918,e편한세상다산정문,49783,37.62065,127.1555,37.62065,127.1555,0.0,137.05873365562294,500,False,,,,,,ai_draft,,,,evidence/citycode/getCtyCodeList_raw.json
A10025331,31130,GGB222001423,e편한세상자이,49366,37.61945,127.1544333,37.61945,127.1544333,0.0,156.3047435710623,500,False,,,,,,ai_draft,,,,evidence/citycode/getCtyCodeList_raw.json
A10025331,31130,GGB222000956,유승한내들.e편한세상자이,49784,37.62045,127.1538167,37.62045,127.1538167,0.0,232.7919732586617,500,False,,,,,,ai_draft,,,,evidence/citycode/getCtyCodeList_raw.json
A10025360,31240,GGB233002169,LH1단지.한양수자인,55605,37.2167667,127.11425,37.2167667,127.11425,0.0,42.76267235220381,500,False,,,,,,ai_draft,,,,evidence/citycode/getCtyCodeList_raw.json
A10025360,31240,GGB233002173,LH1단지.한양수자인,55606,37.2169,127.1148,37.2169,127.1148,0.0,84.56046390516607,500,False,,,,,,ai_draft,,,,evidence/citycode/getCtyCodeList_raw.json
A10025360,31240,GGB233002182,한양수자인.파크푸르지오,55611,37.21665,127.1128333,37.21665,127.1128333,0.0,112.7037086722319,500,False,,,,,,ai_draft,,,,evidence/citycode/getCtyCodeList_raw.json
A10025360,31240,GGB233002187,파크푸르지오.한양수자인,55612,37.21675,127.1127167,37.21675,127.1127167,0.0,125.64710645320426,500,False,,,,,,ai_draft,,,,evidence/citycode/getCtyCodeList_raw.json
A10025360,31240,GGB233002060,늘봄초교.파크푸르지오,55030,37.2163667,127.1111833,37.2163667,127.1111833,0.0,255.64992764640056,500,False,,,,,,ai_draft,,,,evidence/citycode/getCtyCodeList_raw.json
A10025360,31240,GGB277104709,고매1교(미정차),0,37.2193833,127.1179333,37.2193833,127.1179333,0.0,475.7642741429147,500,False,,,,,,ai_draft,,,,evidence/citycode/getCtyCodeList_raw.json
A10025361,31240,GGB233002383,동탄2신도시홍보관,37659,37.1942,127.0845,37.1942,127.0845,0.0,320.40400428591755,500,False,,,,,,ai_draft,,,,evidence/citycode/getCtyCodeList_raw.json
A10025361,31240,GGB233002382,동탄2신도시홍보관,37660,37.1944667,127.0845167,37.1944667,127.0845167,0.0,349.51071168065886,500,False,,,,,,ai_draft,,,,evidence/citycode/getCtyCodeList_raw.json
A10025361,31240,GGB233001962,사랑의교회,55130,37.1935833,127.08085,37.1935833,127.08085,0.0,448.4594138063256,500,False,,,,,,ai_draft,,,,evidence/citycode/getCtyCodeList_raw.json
A10025361,31240,GGB233001706,월드반도,37697,37.1931,127.0804167,37.1931,127.0804167,0.0,455.55580521748186,500,False,,,,,,ai_draft,,,,evidence/citycode/getCtyCodeList_raw.json
A10025361,31240,GGB233002498,에일린의뜰.중흥S클래스,55405,37.1871833,127.0869333,37.1871833,127.0869333,0.0,492.3225691642724,500,False,,,,,,ai_draft,,,,evidence/citycode/getCtyCodeList_raw.json
A10025361,31240,GGB233002499,중흥S클래스.에일린의뜰,55410,37.1868833,127.08675,37.1868833,127.08675,0.0,518.9803738854753,500,False,,,,,,ai_draft,,,,evidence/citycode/getCtyCodeList_raw.json
A10025393,31130,GGB222001923,다산e편한세상더퍼스트,49793,37.6160833,127.1567167,37.6160833,127.1567167,0.0,64.49895294907911,500,False,,,,,,ai_draft,,,,evidence/citycode/getCtyCodeList_raw.json
A10025393,31130,GGB222001928,다산e편한세상더퍼스트,49798,37.6159333,127.1568,37.6159333,127.1568,0.0,76.20050868760299,500,False,,,,,,ai_draft,,,,evidence/citycode/getCtyCodeList_raw.json
A10025393,31130,GGB222001026,다산e편한세상더퍼스트.현대프리미엄아울렛,49086,37.6163667,127.1548833,37.6163667,127.1548833,0.0,100.0418159160304,500,False,,,,,,ai_draft,,,,evidence/citycode/getCtyCodeList_raw.json
A10025393,31130,GGB222001024,현대프리미엄아울렛.다산e편한세상더퍼스트,49125,37.6163,127.1544833,37.6163,127.1544833,0.0,133.84351051536325,500,False,,,,,,ai_draft,,,,evidence/citycode/getCtyCodeList_raw.json
A10025393,31130,GGB222001926,행정복지센터.남양주시복지재단,49796,37.6149333,127.1556667,37.6149333,127.1556667,0.0,142.34464627141685,500,False,,,,,,ai_draft,,,,evidence/citycode/getCtyCodeList_raw.json
A10025393,31130,GGB222001945,미금중학교.동원베네스트아파트,23111,37.6156,127.1579333,37.6156,127.1579333,0.0,182.66764369431448,500,False,,,,,,ai_draft,,,,evidence/citycode/getCtyCodeList_raw.json
A10025435,31130,GGB222001959,신안인스빌.금강펜테리움2차,49838,37.5966833,127.1702667,37.5966833,127.1702667,0.0,139.73714769935663,500,False,,,,,,ai_draft,,,,evidence/citycode/getCtyCodeList_raw.json
A10025435,31130,GGB222001569,수석토성입구,49465,37.59465,127.1719333,37.59465,127.1719333,0.0,141.39598169548628,500,False,,,,,,ai_draft,,,,evidence/citycode/getCtyCodeList_raw.json
A10025435,31130,GGB222001570,수석토성입구,49466,37.5944833,127.172,37.5944833,127.172,0.0,158.25663398855926,500,False,,,,,,ai_draft,,,,evidence/citycode/getCtyCodeList_raw.json
A10025435,31130,GGB222001958,금강펜테리움2차.신안인스빌,49837,37.5968667,127.1702833,37.5968667,127.1702833,0.0,159.04619897918224,500,False,,,,,,ai_draft,,,,evidence/citycode/getCtyCodeList_raw.json
A10025435,31130,GGB222001956,한강DIMC테라타워,49835,37.5967333,127.1722667,37.5967333,127.1722667,0.0,195.37675825375567,500,False,,,,,,ai_draft,,,,evidence/citycode/getCtyCodeList_raw.json
A10025435,31130,GGB222001957,한강DIMC테라타워,49836,37.5965167,127.17275,37.5965167,127.17275,0.0,213.2653727120276,500,False,,,,,,ai_draft,,,,evidence/citycode/getCtyCodeList_raw.json
A10025469,31180,GGB227000293,미사역호반써밋,28314,37.5660167,127.1969167,37.5660167,127.1969167,0.0,139.6895572474552,500,False,,,,,,ai_draft,,,,evidence/citycode/getCtyCodeList_raw.json
A10025469,31180,GGB227000294,하남종합운동장.국민체육센터,28313,37.5676833,127.1959667,37.5676833,127.1959667,0.0,309.54010845108115,500,False,,,,,,ai_draft,,,,evidence/citycode/getCtyCodeList_raw.json
A10025469,31180,GGB227000658,미사역,28464,37.5637,127.1928333,37.5637,127.1928333,0.0,323.9239975220039,500,False,,,,,,ai_draft,,,,evidence/citycode/getCtyCodeList_raw.json
A10025469,31180,GGB227000683,미사역,28530,37.5634833,127.1929167,37.5634833,127.1929167,0.0,328.1477785382726,500,False,,,,,,ai_draft,,,,evidence/citycode/getCtyCodeList_raw.json
A10025469,31180,GGB227000682,미사역,28529,37.5635333,127.1925333,37.5635333,127.1925333,0.0,355.71462909223123,500,False,,,,,,ai_draft,,,,evidence/citycode/getCtyCodeList_raw.json
A10025469,31180,GGB227000660,미사역,28466,37.5633833,127.1925833,37.5633833,127.1925833,0.0,359.2837991263592,500,False,,,,,,ai_draft,,,,evidence/citycode/getCtyCodeList_raw.json
A10025473,31240,GGB233001111,엘크루아파트,37037,37.16115,127.09365,37.16115,127.09365,0.0,83.70368640435196,500,False,,,,,,ai_draft,,,,evidence/citycode/getCtyCodeList_raw.json
A10025473,31240,GGB233001254,엘크루아파트,37038,37.1609667,127.09365,37.1609667,127.09365,0.0,94.39044466223778,500,False,,,,,,ai_draft,,,,evidence/citycode/getCtyCodeList_raw.json
A10025473,31240,GGB233001118,호수하우스디,37039,37.16095,127.0970167,37.16095,127.0970167,0.0,230.61998812087177,500,False,,,,,,ai_draft,,,,evidence/citycode/getCtyCodeList_raw.json
A10025473,31240,GGB233001237,호수하우스디,37044,37.1611167,127.0970667,37.1611167,127.0970667,0.0,230.97061038455072,500,False,,,,,,ai_draft,,,,evidence/citycode/getCtyCodeList_raw.json
A10025473,31240,GGB233000275,화남초등학교,55781,37.1633667,127.0966333,37.1633667,127.0966333,0.0,282.54138239557494,500,False,,,,,,ai_draft,,,,evidence/citycode/getCtyCodeList_raw.json
A10025473,31240,GGB233000175,행복주택28단지,55752,37.1638833,127.0934,37.1638833,127.0934,0.0,284.6429407701502,500,False,,,,,,ai_draft,,,,evidence/citycode/getCtyCodeList_raw.json
A10025474,31130,GGB222001956,한강DIMC테라타워,49835,37.5967333,127.1722667,37.5967333,127.1722667,0.0,124.78628478003112,500,False,,,,,,ai_draft,,,,evidence/citycode/getCtyCodeList_raw.json
A10025474,31130,GGB222001955,금강펜테리움2차.반도유보라.신안인스빌,49834,37.5972,127.1734,37.5972,127.1734,0.0,160.0051371789035,500,False,,,,,,ai_draft,,,,evidence/citycode/getCtyCodeList_raw.json
A10025474,31130,GGB222001958,금강펜테리움2차.신안인스빌,49837,37.5968667,127.1702833,37.5968667,127.1702833,0.0,162.78443068696728,500,False,,,,,,ai_draft,,,,evidence/citycode/getCtyCodeList_raw.json
A10025474,31130,GGB222001957,한강DIMC테라타워,49836,37.5965167,127.17275,37.5965167,127.17275,0.0,165.9219474182447,500,False,,,,,,ai_draft,,,,evidence/citycode/getCtyCodeList_raw.json
A10025474,31130,GGB222001959,신안인스빌.금강펜테리움2차,49838,37.5966833,127.1702667,37.5966833,127.1702667,0.0,177.2056392053026,500,False,,,,,,ai_draft,,,,evidence/citycode/getCtyCodeList_raw.json
A10025474,31130,GGB222001954,금강펜테리움2차.근린공원,49833,37.5972167,127.17375,37.5972167,127.17375,0.0,188.06981234245745,500,False,,,,,,ai_draft,,,,evidence/citycode/getCtyCodeList_raw.json
A10025510,31240,GGB277103992,호수공원미래체험관(미정차),0,37.1683167,127.1069167,37.1683167,127.1069167,0.0,106.80622705473876,500,False,,,,,,ai_draft,,,,evidence/citycode/getCtyCodeList_raw.json
A10025510,31240,GGB233003128,동탄호수공원.센트럴시티,55524,37.1668167,127.1070167,37.1668167,127.1070167,0.0,181.45858776333932,500,False,,,,,,ai_draft,,,,evidence/citycode/getCtyCodeList_raw.json
A10025510,31240,GGB233003136,동탄호수공원,55532,37.1671667,127.1064333,37.1671667,127.1064333,0.0,187.66932748303853,500,False,,,,,,ai_draft,,,,evidence/citycode/getCtyCodeList_raw.json
A10025510,31240,GGB233001753,센트럴시티.아이파크,55504,37.1658833,127.1091167,37.1658833,127.1091167,0.0,272.05361391396394,500,False,,,,,,ai_draft,,,,evidence/citycode/getCtyCodeList_raw.json
A10025510,31240,GGB277103991,호수공원아이파크(미정차),0,37.1655333,127.1069,37.1655333,127.1069,0.0,314.89938934959844,500,False,,,,,,ai_draft,,,,evidence/citycode/getCtyCodeList_raw.json
A10025510,31240,GGB233001754,아이파크.센트럴시티,55505,37.1655167,127.1093167,37.1655167,127.1093167,0.0,316.3904929538823,500,False,,,,,,ai_draft,,,,evidence/citycode/getCtyCodeList_raw.json
A10025520,31240,GGB233000176,행복주택28단지,55753,37.1639667,127.0936333,37.1639667,127.0936333,0.0,47.49981793166885,500,False,,,,,,ai_draft,,,,evidence/citycode/getCtyCodeList_raw.json
A10025520,31240,GGB233000175,행복주택28단지,55752,37.1638833,127.0934,37.1638833,127.0934,0.0,67.86100341633114,500,False,,,,,,ai_draft,,,,evidence/citycode/getCtyCodeList_raw.json
A10025520,31240,GGB233002066,화남초,55590,37.16465,127.0955167,37.16465,127.0955167,0.0,145.1823912299302,500,False,,,,,,ai_draft,,,,evidence/citycode/getCtyCodeList_raw.json
A10025520,31240,GGB233002067,동탄호수마을,55591,37.1649833,127.0954,37.1649833,127.0954,0.0,161.7469159781998,500,False,,,,,,ai_draft,,,,evidence/citycode/getCtyCodeList_raw.json
A10025520,31240,GGB233000275,화남초등학교,55781,37.1633667,127.0966333,37.1633667,127.0966333,0.0,226.98114523443093,500,False,,,,,,ai_draft,,,,evidence/citycode/getCtyCodeList_raw.json
A10025520,31240,GGB233000238,화남초등학교,55768,37.16395,127.0968667,37.16395,127.0968667,0.0,239.4446087419297,500,False,,,,,,ai_draft,,,,evidence/citycode/getCtyCodeList_raw.json
A10025529,31240,GGB233000432,중흥클래스에듀,55666,37.1734,127.1141333,37.1734,127.1141333,0.0,122.07777521734604,500,False,,,,,,ai_draft,,,,evidence/citycode/getCtyCodeList_raw.json
A10025529,31240,GGB233000431,중흥클래스에듀,55665,37.1731,127.1139167,37.1731,127.1139167,0.0,160.56231642883586,500,False,,,,,,ai_draft,,,,evidence/citycode/getCtyCodeList_raw.json
A10025529,31240,GGB233000571,정현초.청림중,55569,37.1726,127.113,37.1726,127.113,0.0,252.7847097978444,500,False,,,,,,ai_draft,,,,evidence/citycode/getCtyCodeList_raw.json
A10025529,31240,GGB233003047,금강펜테리움2차,55578,37.1767,127.11475,37.1767,127.11475,0.0,260.90122859932603,500,False,,,,,,ai_draft,,,,evidence/citycode/getCtyCodeList_raw.json
A10025529,31240,GGB233003046,금강펜테리움2차,55577,37.17685,127.1148833,37.17685,127.1148833,0.0,277.58408035834265,500,False,,,,,,ai_draft,,,,evidence/citycode/getCtyCodeList_raw.json
A10025529,31240,GGB233001953,정현초.청림중,55566,37.1723167,127.1129833,37.1723167,127.1129833,0.0,278.6754017069817,500,False,,,,,,ai_draft,,,,evidence/citycode/getCtyCodeList_raw.json
A10025534,31180,GGB227000022,하남우체국.덕풍시장,28060,37.54055,127.20045,37.54055,127.20045,0.0,352.1531996724417,500,False,,,,,,ai_draft,,,,evidence/citycode/getCtyCodeList_raw.json
A10025534,31180,GGB227000007,한솔리치빌2.3단지,28037,37.5354,127.19605,37.5354,127.19605,0.0,387.2310952808657,500,False,,,,,,ai_draft,,,,evidence/citycode/getCtyCodeList_raw.json
A10025534,31180,GGB227000145,덕풍초등학교,28053,37.5415,127.2000167,37.5415,127.2000167,0.0,395.1123432763877,500,False,,,,,,ai_draft,,,,evidence/citycode/getCtyCodeList_raw.json
A10025534,31180,GGB227000146,덕풍시장.하남우체국.KT하남지사,28063,37.5397667,127.2018333,37.5397667,127.2018333,0.0,427.954508650691,500,False,,,,,,ai_draft,,,,evidence/citycode/getCtyCodeList_raw.json
A10025534,31180,GGB227000023,덕풍초등학교,28052,37.5421833,127.1995333,37.5421833,127.1995333,0.0,433.8193350898209,500,False,,,,,,ai_draft,,,,evidence/citycode/getCtyCodeList_raw.json
A10025534,31180,GGB227000017,한솔리치빌2.3단지,28038,37.53495,127.1961167,37.53495,127.1961167,0.0,434.6049900360631,500,False,,,,,,ai_draft,,,,evidence/citycode/getCtyCodeList_raw.json
A10025552,31240,GGB233001602,금호어울림2차,37047,37.1611333,127.1008,37.1611333,127.1008,0.0,106.6151468859097,500,False,,,,,,ai_draft,,,,evidence/citycode/getCtyCodeList_raw.json
A10025552,31240,GGB233001587,금호어울림2차,37042,37.16095,127.1006333,37.16095,127.1006333,0.0,131.14362216766102,500,False,,,,,,ai_draft,,,,evidence/citycode/getCtyCodeList_raw.json
A10025552,31240,GGB233003126,아이원.호수자이파밀리에,55522,37.1610167,127.1047833,37.1610167,127.1047833,0.0,282.7234359245049,500,False,,,,,,ai_draft,,,,evidence/citycode/getCtyCodeList_raw.json
A10025552,31240,GGB233003132,호수자이파밀리에.아이원,55528,37.1607333,127.1052,37.1607333,127.1052,0.0,327.7164816828544,500,False,,,,,,ai_draft,,,,evidence/citycode/getCtyCodeList_raw.json
A10025552,31240,GGB233000166,꽃가마약수터,36810,37.1590833,127.09995,37.1590833,127.09995,0.0,335.2280415781137,500,False,,,,,,ai_draft,,,,evidence/citycode/getCtyCodeList_raw.json
A10025552,31240,GGB233001323,꽃가마약수터,36943,37.1586,127.1009333,37.1586,127.1009333,0.0,356.6980857525559,500,False,,,,,,ai_draft,,,,evidence/citycode/getCtyCodeList_raw.json
A10025561,31130,GGB222001417,에일린의뜰아파트정문,49856,37.60775,127.17155,37.60775,127.17155,0.0,79.01266167511737,500,False,,,,,,ai_draft,,,,evidence/citycode/getCtyCodeList_raw.json
A10025561,31130,GGB222000761,에일린의뜰아파트정문,49857,37.6078333,127.1715,37.6078333,127.1715,0.0,88.31816190377941,500,False,,,,,,ai_draft,,,,evidence/citycode/getCtyCodeList_raw.json
A10025561,31130,GGB222001608,센트럴.한화아파트,49491,37.6075667,127.17295,37.6075667,127.17295,0.0,137.74009118034076,500,False,,,,,,ai_draft,,,,evidence/citycode/getCtyCodeList_raw.json
A10025561,31130,GGB222001607,이패야구장.센트럴,49490,37.6076333,127.1732833,37.6076333,127.1732833,0.0,167.5606977361425,500,False,,,,,,ai_draft,,,,evidence/citycode/getCtyCodeList_raw.json
A10025561,31130,GGB222001472,다산2동주민센터.한화꿈에그린아파트,49389,37.60815,127.1690833,37.60815,127.1690833,0.0,248.7799248499853,500,False,,,,,,ai_draft,,,,evidence/citycode/getCtyCodeList_raw.json
A10025561,31130,GGB222001471,한화꿈에그린아파트.다산2동주민센터,49388,37.6079667,127.1689167,37.6079667,127.1689167,0.0,252.641977402103,500,False,,,,,,ai_draft,,,,evidence/citycode/getCtyCodeList_raw.json
A10025583,31240,GGB233003168,동탄2아이파크2단지,55565,37.16,127.1202667,37.16,127.1202667,0.0,49.67907115920124,500,False,,,,,,ai_draft,,,,evidence/citycode/getCtyCodeList_raw.json
A10025583,31240,GGB233003135,동탄2아이파크2단지,55531,37.1600333,127.1200333,37.1600333,127.1200333,0.0,65.18204655719897,500,False,,,,,,ai_draft,,,,evidence/citycode/getCtyCodeList_raw.json
A10025583,31240,GGB233003167,동탄2아이파크1단지,55564,37.1613667,127.1199167,37.1613667,127.1199167,0.0,138.53432529006795,500,False,,,,,,ai_draft,,,,evidence/citycode/getCtyCodeList_raw.json
A10025583,31240,GGB233003134,동탄2아이파크1단지,55530,37.1613167,127.1194667,37.1613167,127.1194667,0.0,158.07835106674867,500,False,,,,,,ai_draft,,,,evidence/citycode/getCtyCodeList_raw.json
A10025583,31240,GGB233002584,서연초,55939,37.1594667,127.1161,37.1594667,127.1161,0.0,417.4106789060326,500,False,,,,,,ai_draft,,,,evidence/citycode/getCtyCodeList_raw.json
A10025583,31240,GGB233003166,레이크반도9차,55563,37.1620167,127.1162333,37.1620167,127.1162333,0.0,439.7986631776896,500,False,,,,,,ai_draft,,,,evidence/citycode/getCtyCodeList_raw.json
A10025589,31020,GGB204000069,위례119안전센터.위례포레스트부영,5075,37.4612,127.14465,37.4612,127.14465,0.0,96.42529970176412,500,False,,,,,,ai_draft,,,,evidence/citycode/getCtyCodeList_raw.json
A10025589,31020,GGB204000031,위례119안전센터.위례포레스트부영,5076,37.4607667,127.1446333,37.4607667,127.1446333,0.0,132.52877007461203,500,False,,,,,,ai_draft,,,,evidence/citycode/getCtyCodeList_raw.json
A10025589,31020,GGB204000094,힐스테이트위례정문,5285,37.4640667,127.1444167,37.4640667,127.1444167,0.0,276.8181517338871,500,False,,,,,,ai_draft,,,,evidence/citycode/getCtyCodeList_raw.json
A10025589,31020,GGB204000201,힐스테이트위례후문.위례한빛초등학교,5298,37.4646667,127.1468167,37.4646667,127.1468167,0.0,345.8955813858986,500,False,,,,,,ai_draft,,,,evidence/citycode/getCtyCodeList_raw.json
A10025589,31020,GGB204000234,힐스테이트위례정문,5299,37.4645667,127.1436,37.4645667,127.1436,0.0,357.3321478361955,500,False,,,,,,ai_draft,,,,evidence/citycode/getCtyCodeList_raw.json
A10025589,31020,GGB204000196,위례한빛초.래미안이편한세상.힐스테이트.한빛마을,5286,37.4648833,127.14735,37.4648833,127.14735,0.0,386.0013971301584,500,False,,,,,,ai_draft,,,,evidence/citycode/getCtyCodeList_raw.json
A10025590,31240,GGB233003167,동탄2아이파크1단지,55564,37.1613667,127.1199167,37.1613667,127.1199167,0.0,71.5463862944821,500,False,,,,,,ai_draft,,,,evidence/citycode/getCtyCodeList_raw.json
A10025590,31240,GGB233003134,동탄2아이파크1단지,55530,37.1613167,127.1194667,37.1613167,127.1194667,0.0,76.51031757928791,500,False,,,,,,ai_draft,,,,evidence/citycode/getCtyCodeList_raw.json
A10025590,31240,GGB233003135,동탄2아이파크2단지,55531,37.1600333,127.1200333,37.1600333,127.1200333,0.0,218.9701296375661,500,False,,,,,,ai_draft,,,,evidence/citycode/getCtyCodeList_raw.json
A10025590,31240,GGB233003168,동탄2아이파크2단지,55565,37.16,127.1202667,37.16,127.1202667,0.0,226.44375458430747,500,False,,,,,,ai_draft,,,,evidence/citycode/getCtyCodeList_raw.json
A10025590,31240,GGB233003166,레이크반도9차,55563,37.1620167,127.1162333,37.1620167,127.1162333,0.0,305.7656277969115,500,False,,,,,,ai_draft,,,,evidence/citycode/getCtyCodeList_raw.json
A10025590,31240,GGB233003133,레이크반도9차,55529,37.1619,127.1161167,37.1619,127.1161167,0.0,316.2087985118077,500,False,,,,,,ai_draft,,,,evidence/citycode/getCtyCodeList_raw.json
A10025596,31130,GGB222001960,다산한강반도유보라정문,49839,37.5997667,127.1679833,37.5997667,127.1679833,0.0,173.72234797723252,500,False,,,,,,ai_draft,,,,evidence/citycode/getCtyCodeList_raw.json
A10025596,31130,GGB222001961,다산한강반도유보라정문,49840,37.5997,127.16775,37.5997,127.16775,0.0,180.01576864579687,500,False,,,,,,ai_draft,,,,evidence/citycode/getCtyCodeList_raw.json
A10025596,31130,GGB222001958,금강펜테리움2차.신안인스빌,49837,37.5968667,127.1702833,37.5968667,127.1702833,0.0,207.17321496657277,500,False,,,,,,ai_draft,,,,evidence/citycode/getCtyCodeList_raw.json
A10025596,31130,GGB222001962,다산한강반도유보라.금강펜테리움2차후문,49841,37.6001167,127.1702667,37.6001167,127.1702667,0.0,212.72597449709167,500,False,,,,,,ai_draft,,,,evidence/citycode/getCtyCodeList_raw.json
A10025596,31130,GGB222001959,신안인스빌.금강펜테리움2차,49838,37.5966833,127.1702667,37.5966833,127.1702667,0.0,224.15292477801216,500,False,,,,,,ai_draft,,,,evidence/citycode/getCtyCodeList_raw.json
A10025596,31130,GGB222001963,다산한강반도유보라.금강펜테리움2차후문,49842,37.6003,127.1701833,37.6003,127.1701833,0.0,227.3253147561777,500,False,,,,,,ai_draft,,,,evidence/citycode/getCtyCodeList_raw.json
A10025667,31180,GGB227000268,하남고용센터.센트럴자이.더샵센트럴포레,28300,37.55545,127.1865167,37.55545,127.1865167,0.0,322.5981813577432,500,False,,,,,,ai_draft,,,,evidence/citycode/getCtyCodeList_raw.json
A10025667,31180,GGB227000269,하남고용센터.센트럴자이.더샵센트럴포레,28301,37.5554833,127.1869,37.5554833,127.1869,0.0,352.5355063129225,500,False,,,,,,ai_draft,,,,evidence/citycode/getCtyCodeList_raw.json
A10025667,31180,GGB227000005,미사강변센텀팰리스.강일리버10단지,28022,37.5597167,127.1820333,37.5597167,127.1820333,0.0,360.1864767722708,500,False,,,,,,ai_draft,,,,evidence/citycode/getCtyCodeList_raw.json
A10025667,31180,GGB227000267,미사강변센트럴자이.하남고등학교,28299,37.5595333,127.1855833,37.5595333,127.1855833,0.0,389.72529315859873,500,False,,,,,,ai_draft,,,,evidence/citycode/getCtyCodeList_raw.json
