cluster_id,complex_name,addr_legal_raw,addr_query,addr_variant_used,type,status,lat,lon,crs,refined_text,dong_final,vw_level1_raw,vw_level2_raw,vw_level3_raw,vw_level4L_raw,vw_level4A_raw,vw_level4AC_raw,vw_level5_raw,vw_detail_raw,representative_method,parcel_count,parcel_success_count,parcel_excluded,centroid_spread_m,distance_from_anchor_km,coord_source,coord_fetched_at,coord_license_note,coord_geom_basis,coord_resolution,coord_uncertainty_m,qa_flag,error_code,needs_review,override_decision
A10024091,동탄호수하우스디아파트,경기도 화성동탄구 장지동 917,경기도 화성시 동탄구 장지동 917,full_parcel,PARCEL,OK,37.16205766234876,127.09725560953822,EPSG:4326,경기도 화성시 동탄구 장지동 917,장지동,경기도,화성시 동탄구,,장지동,동탄8동,4159758000,917,동탄호수 하우스디 2841동,single_parcel,1,1,,0.0,1.5,vworld_geocoder_2.0,2026-09-03T02:10:34.092739+00:00,Realtime query. Not stored per VWorld TOS.,parcel_centroid,,0.0,,,False,
A10024093,다산 푸르지오,경기도 남양주시 다산동 6163,경기도 남양주시 다산동 6163,full_parcel,PARCEL,OK,37.614929704074896,127.1644220947527,EPSG:4326,경기도 남양주시 다산동 6163,다산동,경기도,남양주시,,다산동,다산1동,4136054500,6163,6501동,single_parcel,1,1,,0.0,0.91,vworld_geocoder_2.0,2026-09-03T02:10:34.885795+00:00,Realtime query. Not stored per VWorld TOS.,parcel_centroid,,0.0,,,False,
A10024111,동탄호수공원리슈빌아파트,경기도 화성동탄구 장지동 924,경기도 화성시 동탄구 장지동 924,full_parcel,PARCEL,OK,37.164294179589206,127.10502190385458,EPSG:4326,경기도 화성시 동탄구 장지동 924,장지동,경기도,화성시 동탄구,,장지동,동탄8동,4159758000,924,동탄 호수공원 리슈빌 2931동,single_parcel,1,1,,0.0,0.85,vworld_geocoder_2.0,2026-09-03T02:10:35.487647+00:00,Realtime query. Not stored per VWorld TOS.,parcel_centroid,,0.0,,,False,
A10024153,다산자이 폴라리스,경기도 남양주시 다산동 6015,경기도 남양주시 다산동 6015,full_parcel,PARCEL,OK,37.62952751895392,127.15076474098127,EPSG:4326,경기도 남양주시 다산동 6015,다산동,경기도,남양주시,,다산동,다산1동,4136054500,6015,다산자연앤자이 1407동,single_parcel,1,1,,0.0,0.72,vworld_geocoder_2.0,2026-09-03T02:10:36.276816+00:00,Realtime query. Not stored per VWorld TOS.,parcel_centroid,,0.0,,,False,
A10024177,동탄호수우남더테라스,경기도 화성동탄구 장지동 964,경기도 화성시 동탄구 장지동 964,full_parcel,PARCEL,OK,37.16164570044217,127.10765143582776,EPSG:4326,경기도 화성시 동탄구 장지동 964,장지동,경기도,화성시 동탄구,,장지동,동탄8동,4159758000,964,동탄호수 우남 더 테라스 3231동,single_parcel,1,1,,0.0,1.02,vworld_geocoder_2.0,2026-09-03T02:10:37.002973+00:00,Realtime query. Not stored per VWorld TOS.,parcel_centroid,,0.0,,,False,
A10024195,다산센트럴파크,경기도 남양주시 다산동 6107,경기도 남양주시 다산동 6107,full_parcel,PARCEL,OK,37.62205674592245,127.16359750349856,EPSG:4326,경기도 남양주시 다산동 6107,다산동,경기도,남양주시,,다산동,다산1동,4136054500,6107,다산 센트럴파크 6101동,single_parcel,1,1,,0.0,1.02,vworld_geocoder_2.0,2026-09-03T02:10:37.866446+00:00,Realtime query. Not stored per VWorld TOS.,parcel_centroid,,0.0,,,False,
A10024211,미사역파라곤아파트,경기도 하남시 망월동 1125,경기도 하남시 망월동 1125,full_parcel,PARCEL,OK,37.56435243417841,127.19381596021486,EPSG:4326,경기도 하남시 망월동 1125,망월동,경기도,하남시,,망월동,미사1동,4145061000,1125,미사역 파라곤 101동,single_parcel,1,1,,0.0,0.63,vworld_geocoder_2.0,2026-09-03T02:10:38.542029+00:00,Realtime query. Not stored per VWorld TOS.,parcel_centroid,,0.0,,,False,
A10024290,동탄역파라곤 아파트,경기도 화성동탄구 여울동 985,경기도 화성시 동탄구 여울동 985,full_parcel,PARCEL,OK,37.19637712295767,127.09074878293066,EPSG:4326,경기도 화성시 동탄구 여울동 985,여울동,경기도,화성시 동탄구,,여울동,동탄6동,4159756000,985,동탄역 파라곤 901동,single_parcel,1,1,,0.0,3.36,vworld_geocoder_2.0,2026-09-03T02:10:39.432541+00:00,Realtime query. Not stored per VWorld TOS.,parcel_centroid,,0.0,,,False,
A10024368,동탄역 대방디엠시티 더 센텀 아파트,경기도 화성동탄구 영천동 3-3,경기도 화성시 동탄대로 636-14,fallback_road,ROAD,OK,37.20987117285016,127.09962923658506,EPSG:4326,"경기도 화성시 동탄구 동탄대로 636-14 (영천동,동탄역 대방디엠시티 더 센텀)",영천동,경기도,화성시 동탄구,영천동,동탄대로,동탄5동,4159755000,636-14,동탄역 대방디엠시티 더 센텀 공동주택(주민공동시설),single_parcel,1,1,,0.0,4.48,vworld_geocoder_2.0,2026-09-03T02:10:40.907753+00:00,Realtime query. Not stored per VWorld TOS.,building_entrance,,0.0,,,False,
A10024415,다산해모로아파트,경기도 남양주시 다산동 6297,경기도 남양주시 다산동 6297,full_parcel,PARCEL,OK,37.60571068410859,127.15197664069214,EPSG:4326,경기도 남양주시 다산동 6297,다산동,경기도,남양주시,,다산동,다산1동,4136054500,6297,다산 해모로 101동,single_parcel,1,1,,0.0,1.69,vworld_geocoder_2.0,2026-09-03T02:10:41.619419+00:00,Realtime query. Not stored per VWorld TOS.,parcel_centroid,,0.0,,,False,
A10024467,힐스테이트동탄역,경기도 화성동탄구 영천동 833,경기도 화성시 동탄구 영천동 833,full_parcel,PARCEL,OK,37.21292377235398,127.09268814158123,EPSG:4326,경기도 화성시 동탄구 영천동 833,영천동,경기도,화성시 동탄구,,영천동,동탄5동,4159755000,833,힐스테이트 동탄역 101동,single_parcel,1,1,,0.0,4.97,vworld_geocoder_2.0,2026-09-03T02:10:42.500599+00:00,Realtime query. Not stored per VWorld TOS.,parcel_centroid,,0.0,,,False,
A10024478,한강동일스위트더파크뷰2단지,경기도 김포시 마산동 672-1,경기도 김포시 마산동 672-1,full_parcel,PARCEL,OK,37.63494186028438,126.64089555926329,EPSG:4326,경기도 김포시 마산동 672-1,마산동,경기도,김포시,,마산동,마산동,4157057500,672-1,707동,single_parcel,1,1,,0.0,3.06,vworld_geocoder_2.0,2026-09-03T02:10:43.301959+00:00,Realtime query. Not stored per VWorld TOS.,parcel_centroid,,0.0,,,False,
