cluster_id,complex_name,addr_legal_raw,addr_query,addr_variant_used,type,status,lat,lon,crs,refined_text,dong_final,vw_level1_raw,vw_level2_raw,vw_level3_raw,vw_level4L_raw,vw_level4A_raw,vw_level4AC_raw,vw_level5_raw,vw_detail_raw,representative_method,parcel_count,parcel_success_count,parcel_excluded,centroid_spread_m,distance_from_anchor_km,coord_source,coord_fetched_at,coord_license_note,coord_geom_basis,coord_resolution,coord_uncertainty_m,qa_flag,error_code,needs_review,override_decision
A10024480,다산자이아이비플레이스 아파트,경기도 남양주시 다산동 6028,경기도 남양주시 다산동 6028,full_parcel,PARCEL,OK,37.62698993414397,127.15110858396568,EPSG:4326,경기도 남양주시 다산동 6028,다산동,경기도,남양주시,,다산동,다산1동,4136054500,6028,다산자이 아이비플레이스 1501동,single_parcel,1,1,,0.0,0.43,vworld_geocoder_2.0,2026-09-03T02:10:43.999463+00:00,Realtime query. Not stored per VWorld TOS.,parcel_centroid,,0.0,,,False,
A10024486,한강동일스위트더파크뷰1단지아파트,경기도 김포시 마산동 638-4,경기도 김포시 마산동 638-4,full_parcel,PARCEL,OK,37.63732224487683,126.63391877473958,EPSG:4326,경기도 김포시 마산동 638-4,마산동,경기도,김포시,,마산동,마산동,4157057500,638-4,601동,single_parcel,1,1,,0.0,3.67,vworld_geocoder_2.0,2026-09-03T02:10:44.724096+00:00,Realtime query. Not stored per VWorld TOS.,parcel_centroid,,0.0,,,False,
A10024492,위례포레샤인13단지아파트,서울특별시 송파구 거여동 599,서울특별시 송파구 거여동 599,full_parcel,PARCEL,OK,37.48237579250612,127.13807879555196,EPSG:4326,서울특별시 송파구 거여동 599,거여동,서울특별시,송파구,,거여동,위례동,1171064700,599,위례 포레샤인 13단지 1301동,single_parcel,1,1,,0.0,1.21,vworld_geocoder_2.0,2026-09-03T02:10:45.365666+00:00,Realtime query. Not stored per VWorld TOS.,parcel_centroid,,0.0,,,False,
A10024496,동탄호수공원 경기행복주택,경기도 화성동탄구 산척동 750,경기도 화성시 동탄구 산척동 750,full_parcel,PARCEL,OK,37.1667613947564,127.11913346676944,EPSG:4326,경기도 화성시 동탄구 산척동 750,산척동,경기도,화성시 동탄구,,산척동,동탄7동,4159757000,750,동탄호수공원 경기행복주택 3521동,single_parcel,1,1,,0.0,0.88,vworld_geocoder_2.0,2026-09-03T02:10:46.066290+00:00,Realtime query. Not stored per VWorld TOS.,parcel_centroid,,0.0,,,False,
A10024525,한화포레나동탄호수,경기도 화성동탄구 장지동 921,경기도 화성시 동탄구 장지동 921,full_parcel,PARCEL,OK,37.16375962277561,127.09851546220162,EPSG:4326,경기도 화성시 동탄구 장지동 921,장지동,경기도,화성시 동탄구,,장지동,동탄8동,4159758000,921,한화 포레나 동탄호수 상가동,single_parcel,1,1,,0.0,1.3,vworld_geocoder_2.0,2026-09-03T02:10:46.737223+00:00,Realtime query. Not stored per VWorld TOS.,parcel_centroid,,0.0,,,False,
A10024530,동원로얄듀크포레4차,경기도 화성동탄구 영천동 79-5,경기도 화성시 동탄첨단산업2로 88,fallback_road,ROAD,OK,37.21593914850163,127.10539618407508,EPSG:4326,"경기도 화성시 동탄구 동탄첨단산업2로 88 (영천동,동탄2신도시 4차 동원로얄듀크포레)",영천동,경기도,화성시 동탄구,영천동,동탄첨단산업2로,동탄5동,4159755000,88,동탄2신도시 4차 동원로얄듀크포레 101동,single_parcel,1,1,,0.0,5.07,vworld_geocoder_2.0,2026-09-03T02:10:47.873769+00:00,Realtime query. Not stored per VWorld TOS.,building_entrance,,0.0,,,False,
A10024577,위례포레샤인18단지,서울특별시 송파구 거여동 648,서울특별시 송파구 거여동 648,full_parcel,PARCEL,OK,37.48767809637313,127.15217823829012,EPSG:4326,서울특별시 송파구 거여동 648,거여동,서울특별시,송파구,,거여동,위례동,1171064700,648,위례 포레샤인 18단지 1805동,single_parcel,1,1,,0.0,2.01,vworld_geocoder_2.0,2026-09-03T02:10:48.469777+00:00,Realtime query. Not stored per VWorld TOS.,parcel_centroid,,0.0,,,False,
A10024592,동탄2LH35단지,경기도 화성동탄구 산척동 748,경기도 화성시 동탄구 산척동 748,full_parcel,PARCEL,OK,37.16425270808909,127.1212554438696,EPSG:4326,경기도 화성시 동탄구 산척동 748,산척동,경기도,화성시 동탄구,,산척동,동탄7동,4159757000,748,화성동탄2엘에이치35단지(3501-7) 3501동,single_parcel,1,1,,0.0,1.19,vworld_geocoder_2.0,2026-09-03T02:10:49.157931+00:00,Realtime query. Not stored per VWorld TOS.,parcel_centroid,,0.0,,,False,
A10024637,김포장기 LH11단지,경기도 김포시 장기동 1696,경기도 김포시 장기동 1696,full_parcel,PARCEL,OK,37.63687805678984,126.66421064607692,EPSG:4326,경기도 김포시 장기동 1696,장기동,경기도,김포시,,장기동,장기동,4157056000,1696,1101동,single_parcel,1,1,,0.0,1.0,vworld_geocoder_2.0,2026-09-03T02:10:49.801430+00:00,Realtime query. Not stored per VWorld TOS.,parcel_centroid,,0.0,,,False,
A10024706,동탄2 LH2단지 A4-1블럭 행복주택,경기도 화성동탄구 영천동 17-78,경기도 화성시 동탄영천로 108-21,fallback_road,ROAD,OK,37.21262947272631,127.104432992445,EPSG:4326,"경기도 화성시 동탄구 동탄영천로 108-21 (영천동,화성동탄2 LH 2단지)",영천동,경기도,화성시 동탄구,영천동,동탄영천로,동탄5동,4159755000,108-21,화성동탄2 LH 2단지 211동,single_parcel,1,1,,0.0,4.71,vworld_geocoder_2.0,2026-09-03T02:10:50.983357+00:00,Realtime query. Not stored per VWorld TOS.,building_entrance,,0.0,,,False,
A10024732,동탄2 하우스디 NHF아파트,경기도 화성동탄구 산척동 743,경기도 화성시 동탄구 산척동 743,full_parcel,PARCEL,OK,37.16885710805286,127.12647916822915,EPSG:4326,경기도 화성시 동탄구 산척동 743,산척동,경기도,화성시 동탄구,,산척동,동탄7동,4159757000,743,화성동탄2하우스디엔에이치에프 3651동,single_parcel,1,1,,0.0,1.43,vworld_geocoder_2.0,2026-09-03T02:10:51.626509+00:00,Realtime query. Not stored per VWorld TOS.,parcel_centroid,,0.0,,,False,
A10024759,동탄2A63블럭 센트럴써밋,경기도 화성동탄구 산척동 155-13,경기도 화성시 동탄신리천로 786,fallback_road,ROAD,OK,37.17457954362006,127.12243046374746,EPSG:4326,"경기도 화성시 동탄구 동탄신리천로 786 (산척동,센트럴써밋)",산척동,경기도,화성시 동탄구,산척동,동탄신리천로,동탄7동,4159757000,786,센트럴써밋 2301동,single_parcel,1,1,,0.0,1.15,vworld_geocoder_2.0,2026-09-03T02:10:52.784256+00:00,Realtime query. Not stored per VWorld TOS.,building_entrance,,0.0,,,False,
A10024790,김포한강 데세리브아파트,경기도 김포시 구래동 6872-8,경기도 김포시 구래동 6872-8,full_parcel,PARCEL,OK,37.646468273171166,126.62279420987818,EPSG:4326,경기도 김포시 구래동 6872-8,구래동,경기도,김포시,,구래동,구래동,4157057000,6872-8,김포한강 데세리브 102동,single_parcel,1,1,,0.0,4.76,vworld_geocoder_2.0,2026-09-03T02:10:53.334134+00:00,Realtime query. Not stored per VWorld TOS.,parcel_centroid,,0.0,,,False,
A10024817,"위례역푸르지오4,5,6단지",경기도 성남수정구 창곡동 565,경기도 성남시 수정구 창곡동 565,full_parcel,PARCEL,OK,37.46685601402336,127.1414579337146,EPSG:4326,,창곡동,경기도,성남시 수정구,,창곡동,위례동,4113162500,565,위례역 푸르지오 4단지 403동,centroid,3,3,,215.9,0.55,vworld_geocoder_2.0,2026-09-03T02:10:54.931577+00:00,Realtime query. Not stored per VWorld TOS.,centroid_of_3,,0.0,,,False,
A10024841,동탄2LH행복주택35단지,경기도 화성동탄구 산척동 747,경기도 화성시 동탄구 산척동 747,full_parcel,PARCEL,OK,37.16633576560656,127.12176333733292,EPSG:4326,경기도 화성시 동탄구 산척동 747,산척동,경기도,화성시 동탄구,,산척동,동탄7동,4159757000,747,화성동탄2엘에이치35단지(3511-15) 3511동,single_parcel,1,1,,0.0,1.11,vworld_geocoder_2.0,2026-09-03T02:10:55.621557+00:00,Realtime query. Not stored per VWorld TOS.,parcel_centroid,,0.0,,,False,
A10024843,중흥S-클래스 더 테라스 리버파크 2차,경기도 화성동탄구 여울동 993,경기도 화성시 동탄구 여울동 993,full_parcel,PARCEL,OK,37.18892665935972,127.08546277118656,EPSG:4326,경기도 화성시 동탄구 여울동 993,여울동,경기도,화성시 동탄구,,여울동,동탄6동,4159756000,993,중흥에스클래스더테라스리버파크2차 1651동,single_parcel,1,1,,0.0,3.01,vworld_geocoder_2.0,2026-09-03T02:10:56.236918+00:00,Realtime query. Not stored per VWorld TOS.,parcel_centroid,,0.0,,,False,
A10024890,미사힐즈파크푸르지오,경기도 하남시 풍산동 630,경기도 하남시 풍산동 630,full_parcel,PARCEL,OK,37.54381801338101,127.1932511869667,EPSG:4326,경기도 하남시 풍산동 630,풍산동,경기도,하남시,,풍산동,미사3동,4145063000,630,미사 힐즈파크 푸르지오 101동,single_parcel,1,1,,0.0,1.88,vworld_geocoder_2.0,2026-09-03T02:10:56.844893+00:00,Realtime query. Not stored per VWorld TOS.,parcel_centroid,,0.0,,,False,
A10025005,동탄역 동원로얄듀크비스타3차,경기도 화성동탄구 여울동 984,경기도 화성시 동탄구 여울동 984,full_parcel,PARCEL,OK,37.19640594051853,127.0889598797079,EPSG:4326,경기도 화성시 동탄구 여울동 984,여울동,경기도,화성시 동탄구,,여울동,동탄6동,4159756000,984,동탄역동원로얄듀크비스타3차 601동,single_parcel,1,1,,0.0,3.45,vworld_geocoder_2.0,2026-09-03T02:10:57.400643+00:00,Realtime query. Not stored per VWorld TOS.,parcel_centroid,,0.0,,,False,
A10025020,동탄레이크자연앤푸르지오아파트,경기도 화성동탄구 장지동 922,경기도 화성시 동탄구 장지동 922,full_parcel,PARCEL,OK,37.16406446842065,127.10251833775692,EPSG:4326,경기도 화성시 동탄구 장지동 922,장지동,경기도,화성시 동탄구,,장지동,동탄8동,4159758000,922,동탄레이크자연앤푸르지오 2921동,single_parcel,1,1,,0.0,1.01,vworld_geocoder_2.0,2026-09-03T02:10:57.950451+00:00,Realtime query. Not stored per VWorld TOS.,parcel_centroid,,0.0,,,False,
A10025059,김포한강 호반베르디움 더 퍼스트,경기도 김포시 장기동 1865-4,경기도 김포시 장기동 1865-4,full_parcel,PARCEL,OK,37.65251094768848,126.67026921430816,EPSG:4326,경기도 김포시 장기동 1865-4,장기동,경기도,김포시,,장기동,장기본동,4157052500,1865-4,호반베르디움 더퍼스트 701동,single_parcel,1,1,,0.0,1.78,vworld_geocoder_2.0,2026-09-03T02:10:58.518038+00:00,Realtime query. Not stored per VWorld TOS.,parcel_centroid,,0.0,,,False,
A10025066,다산 신안인스빌퍼스트포레,경기도 남양주시 다산동 6213,경기도 남양주시 다산동 6213,full_parcel,PARCEL,OK,37.60288751833256,127.17632756712734,EPSG:4326,경기도 남양주시 다산동 6213,다산동,경기도,남양주시,,다산동,다산2동,4136056500,6213,다산신안인스빌퍼스트포레 7201동,single_parcel,1,1,,0.0,0.79,vworld_geocoder_2.0,2026-09-03T02:10:59.148262+00:00,Realtime query. Not stored per VWorld TOS.,parcel_centroid,,0.0,,,False,
A10025093,동탄린스트라우스더레이크,경기도 화성동탄구 송동 694,경기도 화성시 동탄구 송동 694,full_parcel,PARCEL,OK,37.17142053338455,127.10482395084055,EPSG:4326,경기도 화성시 동탄구 송동 694,송동,경기도,화성시 동탄구,,송동,동탄7동,4159757000,694,동탄린스트라우스더레이크 101동,single_parcel,1,1,,0.0,0.51,vworld_geocoder_2.0,2026-09-03T02:10:59.769631+00:00,Realtime query. Not stored per VWorld TOS.,parcel_centroid,,0.0,,,False,
A10025183,동탄2 풍림아이원아파트,경기도 화성동탄구 장지동 120-19,경기도 화성시 동탄대로1길 20,fallback_road,ROAD,OK,37.1610504875576,127.10365484583576,EPSG:4326,,장지동,경기도,화성시 동탄구,장지동,동탄대로1길,동탄8동,4159758000,20,화성동탄2엔에이치에프아이원 2911동,centroid,2,2,,50.2,1.22,vworld_geocoder_2.0,2026-09-03T02:11:01.258751+00:00,Realtime query. Not stored per VWorld TOS.,centroid_of_2,,0.0,,,False,
A10025276,동탄중흥에스클래스파크더테라스,경기도 화성동탄구 영천동 6-2,경기도 화성시 동탄대로24길 74,fallback_road,ROAD,OK,37.21593147478293,127.11161254219674,EPSG:4326,경기도 화성시 동탄구 동탄대로24길 74 (영천동),영천동,경기도,화성시 동탄구,영천동,동탄대로24길,동탄5동,4159755000,74,경비실,single_parcel,1,1,,0.0,5.05,vworld_geocoder_2.0,2026-09-03T02:11:02.402315+00:00,Realtime query. Not stored per VWorld TOS.,building_entrance,,0.0,,,False,
A10025306,다산역 경기행복주택아파트,경기도 남양주시 다산동 6027,경기도 남양주시 다산동 6027,full_parcel,PARCEL,OK,37.6259054355593,127.14851828281238,EPSG:4326,경기도 남양주시 다산동 6027,다산동,경기도,남양주시,,다산동,다산1동,4136054500,6027,다산역 경기행복주택 근린생활시설,single_parcel,1,1,,0.0,0.44,vworld_geocoder_2.0,2026-09-03T02:11:03.074434+00:00,Realtime query. Not stored per VWorld TOS.,parcel_centroid,,0.0,,,False,
A10025312,동탄호수공원아이파크 아파트,경기도 화성동탄구 장지동 968,경기도 화성시 동탄구 장지동 968,full_parcel,PARCEL,OK,37.164613548217545,127.10871218576348,EPSG:4326,경기도 화성시 동탄구 장지동 968,장지동,경기도,화성시 동탄구,,장지동,동탄8동,4159758000,968,동탄호수공원아이파크 상가동,single_parcel,1,1,,0.0,0.68,vworld_geocoder_2.0,2026-09-03T02:11:03.591768+00:00,Realtime query. Not stored per VWorld TOS.,parcel_centroid,,0.0,,,False,
A10025316,운양역 라피아노,경기도 김포시 운양동 1341-45,경기도 김포시 운양동 1341-45,full_parcel,PARCEL,OK,37.65008277751773,126.68627102083704,EPSG:4326,,운양동,경기도,김포시,,운양동,운양동,4157058000,1341-45,라피아노 301동,centroid,5,5,,161.9,1.73,vworld_geocoder_2.0,2026-09-03T02:11:06.638958+00:00,Realtime query. Not stored per VWorld TOS.,centroid_of_5,,0.0,,,False,
A10025331,다산자연&e편한세상 3차아파트,경기도 남양주시 다산동 6132,경기도 남양주시 다산동 6132,full_parcel,PARCEL,OK,37.61955051547,127.15620342490752,EPSG:4326,경기도 남양주시 다산동 6132,다산동,경기도,남양주시,,다산동,다산1동,4136054500,6132,,single_parcel,1,1,,0.0,0.54,vworld_geocoder_2.0,2026-09-03T02:11:07.158621+00:00,Realtime query. Not stored per VWorld TOS.,parcel_centroid,,0.0,,,False,
A10025360,동탄파크한양수자인,경기도 화성동탄구 영천동 651-554,경기도 화성시 동탄대로24가길 30,fallback_road,ROAD,OK,37.21640989315384,127.1140698312987,EPSG:4326,"경기도 화성시 동탄구 동탄대로24가길 30 (영천동,동탄 파크 한양수자인)",영천동,경기도,화성시 동탄구,영천동,동탄대로24가길,동탄5동,4159755000,30,동탄 파크 한양수자인 131동,single_parcel,1,1,,0.0,5.11,vworld_geocoder_2.0,2026-09-03T02:11:08.277568+00:00,Realtime query. Not stored per VWorld TOS.,building_entrance,,0.0,,,False,
A10025361,중흥S-클래스 더 테라스 리버파크1,경기도 화성동탄구 여울동 849-5,경기도 화성시 동탄기흥로353번길 76,fallback_road,ROAD,OK,37.191354471973455,127.08506947524194,EPSG:4326,"경기도 화성시 동탄구 동탄기흥로353번길 76 (여울동,중흥에스클래스더테라스리버파크1차)",여울동,경기도,화성시 동탄구,여울동,동탄기흥로353번길,동탄6동,4159756000,76,중흥에스클래스더테라스리버파크1차 1631동,single_parcel,1,1,,0.0,3.23,vworld_geocoder_2.0,2026-09-03T02:11:09.517999+00:00,Realtime query. Not stored per VWorld TOS.,building_entrance,,0.0,,,False,
A10025393,다산e편한세상더퍼스트,경기도 남양주시 다산동 6151,경기도 남양주시 다산동 6151,full_parcel,PARCEL,OK,37.61618655978718,127.1559961152712,EPSG:4326,경기도 남양주시 다산동 6151,다산동,경기도,남양주시,,다산동,다산1동,4136054500,6151,다산자연앤e편한세상2차 5401동,single_parcel,1,1,,0.0,0.85,vworld_geocoder_2.0,2026-09-03T02:11:10.172137+00:00,Realtime query. Not stored per VWorld TOS.,parcel_centroid,,0.0,,,False,
A10025435,다산신안인스빌퍼스트리버,경기도 남양주시 다산동 540,경기도 남양주시 다산지금로146번길 100,fallback_road,ROAD,OK,37.59547789693133,127.17071516959464,EPSG:4326,"경기도 남양주시 다산지금로146번길 100 (다산동,다산신안인스빌 퍼스트리버)",다산동,경기도,남양주시,다산동,다산지금로146번길,다산2동,4136056500,100,다산신안인스빌 퍼스트리버 7601동,single_parcel,1,1,,0.0,1.46,vworld_geocoder_2.0,2026-09-03T02:11:11.300382+00:00,Realtime query. Not stored per VWorld TOS.,building_entrance,,0.0,,,False,
A10025469,미사역 호반 써밋 아파트,경기도 하남시 망월동 1127,경기도 하남시 망월동 1127,full_parcel,PARCEL,OK,37.56490465028831,127.1961794253583,EPSG:4326,경기도 하남시 망월동 1127,망월동,경기도,하남시,,망월동,미사1동,4145061000,1127,미사역 호반 써밋 101동,single_parcel,1,1,,0.0,0.83,vworld_geocoder_2.0,2026-09-03T02:11:11.888637+00:00,Realtime query. Not stored per VWorld TOS.,parcel_centroid,,0.0,,,False,
A10025473,화성동탄2 NHF 엘크루 아파트,경기도 화성동탄구 장지동 910-311,경기도 화성시 동탄대로1길 96,fallback_road,ROAD,OK,37.16147823469791,127.09450004684572,EPSG:4326,"경기도 화성시 동탄구 동탄대로1길 96 (장지동,엔에이치에프엘크루)",장지동,경기도,화성시 동탄구,장지동,동탄대로1길,동탄8동,4159758000,96,엔에이치에프엘크루 2811동,single_parcel,1,1,,0.0,1.74,vworld_geocoder_2.0,2026-09-03T02:11:12.918679+00:00,Realtime query. Not stored per VWorld TOS.,building_entrance,,0.0,,,False,
A10025474,다산 금강펜테리움 리버테라스2차아파트,경기도 남양주시 다산동 6235,경기도 남양주시 다산동 6235,full_parcel,PARCEL,OK,37.59777318704116,127.17173415921047,EPSG:4326,경기도 남양주시 다산동 6235,다산동,경기도,남양주시,,다산동,다산2동,4136056500,6235,다산 펜테리움 리버테라스Ⅱ 7502,single_parcel,1,1,,0.0,1.2,vworld_geocoder_2.0,2026-09-03T02:11:13.497245+00:00,Realtime query. Not stored per VWorld TOS.,parcel_centroid,,0.0,,,False,
A10025510,호수공원역 센트럴시티,경기도 화성동탄구 산척동 593,경기도 화성시 동탄대로6길 20,fallback_road,ROAD,OK,37.168195351966816,127.10811243041591,EPSG:4326,"경기도 화성시 동탄구 동탄대로6길 20 (산척동,호수공원역 센트럴시티)",산척동,경기도,화성시 동탄구,산척동,동탄대로6길,동탄7동,4159757000,20,호수공원역 센트럴시티 3001동,single_parcel,1,1,,0.0,0.33,vworld_geocoder_2.0,2026-09-03T02:11:14.627018+00:00,Realtime query. Not stored per VWorld TOS.,building_entrance,,0.0,,,False,
A10025520,행복주택28단지,경기도 화성동탄구 장지동 910-345,경기도 화성시 동탄순환대로2길 13,fallback_road,ROAD,OK,37.16391219574656,127.0941649592278,EPSG:4326,"경기도 화성시 동탄구 동탄순환대로2길 13 (장지동,동탄2엘에이치행복주택28단지)",장지동,경기도,화성시 동탄구,장지동,동탄순환대로2길,동탄8동,4159758000,13,동탄2엘에이치행복주택28단지 2801동,single_parcel,1,1,,0.0,1.62,vworld_geocoder_2.0,2026-09-03T02:11:15.713199+00:00,Realtime query. Not stored per VWorld TOS.,building_entrance,,0.0,,,False,
A10025529,동탄 중흥S클래스 에듀하이 아파트,경기도 화성동탄구 산척동 1-68,경기도 화성시 동탄순환대로17길 31,fallback_road,ROAD,OK,37.17435422507421,127.11481468801594,EPSG:4326,"경기도 화성시 동탄구 동탄순환대로17길 31 (산척동,중흥에스클래스에듀하이)",산척동,경기도,화성시 동탄구,산척동,동탄순환대로17길,동탄7동,4159757000,31,중흥에스클래스에듀하이 2401동,single_parcel,1,1,,0.0,0.57,vworld_geocoder_2.0,2026-09-03T02:11:16.786538+00:00,Realtime query. Not stored per VWorld TOS.,building_entrance,,0.0,,,False,
A10025534,덕풍역파크어울림아파트,경기도 하남시 덕풍동 947,경기도 하남시 덕풍동 947,full_parcel,PARCEL,OK,37.53877261570802,127.19714428341226,EPSG:4326,경기도 하남시 덕풍동 947,덕풍동,경기도,하남시,,덕풍동,덕풍2동,4145055000,947,하남 덕풍역 파크 어울림 101동,single_parcel,1,1,,0.0,2.51,vworld_geocoder_2.0,2026-09-03T02:11:17.433039+00:00,Realtime query. Not stored per VWorld TOS.,parcel_centroid,,0.0,,,False,
A10025552,동탄금호어울림레이크2차,경기도 화성동탄구 장지동 923,경기도 화성시 동탄구 장지동 923,full_parcel,PARCEL,OK,37.1617449591229,127.10172651481848,EPSG:4326,경기도 화성시 동탄구 장지동 923,장지동,경기도,화성시 동탄구,,장지동,동탄8동,4159758000,923,금호어울림레이크2차 2901동,single_parcel,1,1,,0.0,1.25,vworld_geocoder_2.0,2026-09-03T02:11:18.000645+00:00,Realtime query. Not stored per VWorld TOS.,parcel_centroid,,0.0,,,False,
A10025561,다산센트럴에일린의뜰아파트,경기도 남양주시 다산동 6208,경기도 남양주시 다산동 6208,full_parcel,PARCEL,OK,37.60703952090712,127.17153503963311,EPSG:4326,경기도 남양주시 다산동 6208,다산동,경기도,남양주시,,다산동,다산2동,4136056500,6208,다산지금센트럴에일린의뜰 7105동,single_parcel,1,1,,0.0,0.18,vworld_geocoder_2.0,2026-09-03T02:11:18.591449+00:00,Realtime query. Not stored per VWorld TOS.,parcel_centroid,,0.0,,,False,
A10025589,위례포레스트사랑으로부영,경기도 성남수정구 창곡동 597,경기도 성남시 수정구 창곡동 597,full_parcel,PARCEL,OK,37.46173368551034,127.14551108641882,EPSG:4326,경기도 성남시 수정구 창곡동 597,창곡동,경기도,성남시 수정구,,창곡동,위례동,4113162500,597,위례포레스트부영 5806동,single_parcel,1,1,,0.0,1.18,vworld_geocoder_2.0,2026-09-03T02:11:19.648743+00:00,Realtime query. Not stored per VWorld TOS.,parcel_centroid,,0.0,,,False,
A10025590,동탄2 IPARK 1단지 아파트,경기도 화성동탄구 장지동 24,경기도 화성시 동탄대로4길 123,fallback_road,ROAD,OK,37.161982719376425,127.11968354514984,EPSG:4326,"경기도 화성시 동탄구 동탄대로4길 123 (장지동,동탄2아이파크)",장지동,경기도,화성시 동탄구,장지동,동탄대로4길,동탄8동,4159758000,123,동탄2아이파크 3421동,single_parcel,1,1,,0.0,1.26,vworld_geocoder_2.0,2026-09-03T02:11:20.586363+00:00,Realtime query. Not stored per VWorld TOS.,building_entrance,,0.0,,,False,
A10025596,다산한강 반도유보라아파트 입주자대표회의,경기도 남양주시 다산동 6234,경기도 남양주시 다산동 6234,full_parcel,PARCEL,OK,37.59845879248668,127.16906185088584,EPSG:4326,경기도 남양주시 다산동 6234,다산동,경기도,남양주시,,다산동,다산2동,4136056500,6234,근린생활시설1,single_parcel,1,1,,0.0,1.14,vworld_geocoder_2.0,2026-09-03T02:11:21.109000+00:00,Realtime query. Not stored per VWorld TOS.,parcel_centroid,,0.0,,,False,
A10025667,미사강변센트럴풍경채아파트,경기도 하남시 풍산동 471,경기도 하남시 풍산동 471,full_parcel,PARCEL,OK,37.55660265550903,127.1831583098215,EPSG:4326,경기도 하남시 풍산동 471,풍산동,경기도,하남시,,풍산동,미사3동,4145063000,471,미사강변센트럴풍경채 3301동,single_parcel,1,1,,0.0,0.65,vworld_geocoder_2.0,2026-09-03T02:11:21.666941+00:00,Realtime query. Not stored per VWorld TOS.,parcel_centroid,,0.0,,,False,
A10025680,동탄 더샵 레이크에듀타운아파트,경기도 화성동탄구 산척동 699,경기도 화성시 동탄구 산척동 699,full_parcel,PARCEL,OK,37.17411667390134,127.1086434668034,EPSG:4326,경기도 화성시 동탄구 산척동 699,산척동,경기도,화성시 동탄구,,산척동,동탄7동,4159757000,699,동탄 더샵 레이크에듀타운 2501동,single_parcel,1,1,,0.0,0.43,vworld_geocoder_2.0,2026-09-03T02:11:22.187916+00:00,Realtime query. Not stored per VWorld TOS.,parcel_centroid,,0.0,,,False,
A10025739,미사강변신안인스빌아파트,경기도 하남시 풍산동 573,경기도 하남시 풍산동 573,full_parcel,PARCEL,OK,37.55666618251439,127.19549131699554,EPSG:4326,경기도 하남시 풍산동 573,풍산동,경기도,하남시,,풍산동,미사3동,4145063000,573,신안인스빌 3201동,single_parcel,1,1,,0.0,0.72,vworld_geocoder_2.0,2026-09-03T02:11:22.707923+00:00,Realtime query. Not stored per VWorld TOS.,parcel_centroid,,0.0,,,False,
A10025771,동탄역 반도유보라 아이비파크7.0 아파트,경기도 화성동탄구 여울동 971,경기도 화성시 동탄구 여울동 971,full_parcel,PARCEL,OK,37.2027643087964,127.0890671421408,EPSG:4326,경기도 화성시 동탄구 여울동 971,여울동,경기도,화성시 동탄구,,여울동,동탄6동,4159756000,971,동탄역 반도유보라 아이비파크 7.0 101동,single_parcel,1,1,,0.0,4.05,vworld_geocoder_2.0,2026-09-03T02:11:23.501357+00:00,Realtime query. Not stored per VWorld TOS.,parcel_centroid,,0.0,,,False,
A10025790,동탄역 중흥S-클래스아파트,경기도 화성동탄구 여울동 873-3,경기도 화성시 동부대로 951,fallback_road,ROAD,OK,37.18586387852319,127.08773666055802,EPSG:4326,"경기도 화성시 동탄구 동부대로 951 (여울동,동탄역 중흥S-클래스)",여울동,경기도,화성시 동탄구,여울동,동부대로,동탄6동,4159756000,951,동탄역 중흥S-클래스 1701동,single_parcel,1,1,,0.0,2.64,vworld_geocoder_2.0,2026-09-03T02:11:24.521824+00:00,Realtime query. Not stored per VWorld TOS.,building_entrance,,0.0,,,False,
A10025798,호수공원역 센트리체,경기도 화성동탄구 산척동 730,경기도 화성시 동탄구 산척동 730,full_parcel,PARCEL,OK,37.16719068350236,127.1121082623564,EPSG:4326,경기도 화성시 동탄구 산척동 730,산척동,경기도,화성시 동탄구,,산척동,동탄7동,4159757000,730,호수공원역 센트리체 3031동,single_parcel,1,1,,0.0,0.4,vworld_geocoder_2.0,2026-09-03T02:11:25.138018+00:00,Realtime query. Not stored per VWorld TOS.,parcel_centroid,,0.0,,,False,
A10025814,자이더빌리지 포레스트,경기도 김포시 마산동 670-7,경기도 김포시 마산동 670-7,full_parcel,PARCEL,OK,37.63331786303042,126.64225585812972,EPSG:4326,경기도 김포시 마산동 670-7,마산동,경기도,김포시,,마산동,마산동,4157057500,670-7,자이더빌리지 포레스트 4단지 413동,single_parcel,1,1,,0.0,2.96,vworld_geocoder_2.0,2026-09-03T02:11:25.776495+00:00,Realtime query. Not stored per VWorld TOS.,parcel_centroid,,0.0,,,False,
A10025824,유보라아이비파크 10.0 2단지,경기도 화성동탄구 산척동 1-79,경기도 화성시 동탄순환대로10길 88,fallback_road,ROAD,OK,37.16624850302861,127.12817869261949,EPSG:4326,"경기도 화성시 동탄구 동탄순환대로10길 88 (산척동,레이크힐 반도유보라 아이비파크 10.2)",산척동,경기도,화성시 동탄구,산척동,동탄순환대로10길,동탄7동,4159757000,88,레이크힐 반도유보라 아이비파크 10.2 3601동,single_parcel,1,1,,0.0,1.64,vworld_geocoder_2.0,2026-09-03T02:11:26.811977+00:00,Realtime query. Not stored per VWorld TOS.,building_entrance,,0.0,,,False,
